Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PRIVÉ,110004421,AIDER UAD LIMOUX,M12,0,0,0,1 700,"77,3 %","70,92","0,00","0,0 %"
PRIVÉ,110004439,AIDER UAD DE TREBES,M12,0,0,0,1 826,"63,7 %","62,49","0,00","0,0 %"
PRIVÉ,110005311,AIDER UAD DE CARCASSONNE,M12,0,0,0,5 712,"72,1 %","66,96","0,00","0,0 %"
PRIVÉ,110007259,UDM HÔPITAL PRIVÉ DU GRAND NARBONNE,M12,0,0,0,3 747,"80,3 %","65,95","0,00","0,0 %"
PRIVÉ,110780228,HÔPITAL PRIVÉ DU GRAND NARBONNE,M12,20 633,8 807,11 826,19 306,"48,5 %","65,33","1,07","0,8 %"
PRIVÉ,110780483,CLINIQUE MONTREAL,M12,13 891,3 998,9 893,1 436,"51,7 %","62,30","1,14","1,4 %"
PRIVÉ,120001748,UNITÉ DIALYSE MEDICALISEE MILLAU,M12,0,0,0,6 599,"67,4 %","73,74","0,00","0,0 %"
PRIVÉ,120787254,AIDER AUTODIALYSE DE MILLAU,M12,0,0,0,77,"98,7 %","39,21","0,00","0,0 %"
PRIVÉ,130008253,CLINIQUE DE VITROLLES,M12,9 530,4 367,5 163,435,"32,8 %","31,98","1,62","0,1 %"
PRIVÉ,130034531,DIAVERUM PROVENCE ARLES,M12,0,0,0,22 071,"60,9 %","73,23","0,00","0,0 %"
PRIVÉ,130037922,HPC RESIDENCE DU PARC,M12,8 472,3 792,4 680,265,"43,6 %","55,06","2,00","0,5 %"
PRIVÉ,130038003,DIALYSAIX - CENTRE D'HÉMODIALYSE D'AIX EN PROVENCE,M12,0,0,0,24 747,"66,9 %","75,04","0,00","0,0 %"
PRIVÉ,130041767,EUROMED CARDIO,M12,2 867,2 637,230,0,"64,7 %","68,84","3,75","0,8 %"
PRIVÉ,130042096,GCS CENTRE CARDIO AXIUM RAMBO,M12,3 407,3 118,289,0,"68,8 %","70,31","2,53","0,4 %"
PRIVÉ,130044753,CLINIQUE MONTICELLI VELODROME,M12,12 739,879,11 860,0,"45,4 %","63,09","0,08","0,0 %"
PRIVÉ,130781289,POLYCLINIQUE DU PARC RAMBOT LA PROVENCALE,M12,7 084,1 232,5 852,8 366,"44,5 %","58,73","0,48","0,3 %"
PRIVÉ,130781370,CLINIQUE JEANNE D'ARC,M12,7 244,1 865,5 379,234,"48,9 %","55,84","1,00","0,1 %"
PRIVÉ,130781479,CLINIQUE LA CASAMANCE,M12,19 353,9 259,10 094,3 533,"50,3 %","60,41","2,37","1,1 %"
PRIVÉ,130781867,CLINIQUE DE LA CIOTAT,M12,6 828,948,5 880,4 486,"54,2 %","63,04","0,24","0,1 %"
PRIVÉ,130782071,CLINIQUE DE L'ETANG DE L'OLIVIER,M12,9 252,2 665,6 587,32,"50,9 %","51,87","1,59","0,6 %"
PRIVÉ,130782147,CLINIQUE GENERALE DE MARIGNANE,M12,16 367,7 487,8 880,40,"52,6 %","61,24","2,49","1,5 %"
PRIVÉ,130782162,CLINIQUE DE MARTIGUES,M12,8 059,1 909,6 150,1 à 10,"48,5 %","56,14","0,85","0,1 %"
PRIVÉ,130782675,CLINIQUE CHIRURGICALE DU DR VIGNOLI,M12,8 203,1 008,7 195,63,"49,1 %","56,88","0,31","0,0 %"
PRIVÉ,130783327,CLINIQUE BOUCHARD,M12,18 764,9 150,9 614,24 446,"48,6 %","58,92","0,94","0,2 %"
PRIVÉ,130783723,CLINIQUE JUGE,M12,21 940,5 118,16 822,1 à 10,"44,4 %","49,67","0,49","0,0 %"
PRIVÉ,130784051,POLYCLINIQUE CLAIRVAL,M12,14 401,11 901,2 500,15 345,"59,0 %","64,95","2,77","0,7 %"
PRIVÉ,130784481,DIAVERUM PROVENCE MARSEILLE 8E,M12,0,0,0,49 214,"58,9 %","71,90","0,00","0,0 %"
PRIVÉ,130784713,CLINIQUE BEAUREGARD,M12,24 891,13 236,11 655,5 586,"34,6 %","49,63","2,35","0,8 %"
PRIVÉ,130784903,CLINIQUE MÉDICO-CHIRURGICALE LA PHOCEANNE,M12,5 238,1 472,3 766,0,"36,9 %","66,99","2,31","0,1 %"
PRIVÉ,130785389,CLINIQUE CHANTECLER,M12,10 745,1 618,9 127,0,"52,0 %","54,44","0,50","0,0 %"
PRIVÉ,130785678,CLINIQUE VERT COTEAU,M12,8 400,2 810,5 590,1 769,"48,6 %","60,07","2,86","1,2 %"
PRIVÉ,130786361,POLYCLINIQUE DU PARC RAMBOT,M12,24 133,9 587,14 546,236,"53,8 %","59,63","1,84","0,7 %"
PRIVÉ,130789159,CENTRE CARDIO-VASCULAIRE VALMANT,M12,964,963,1 à 10,0,"41,3 %","82,54","9,91","5,2 %"
PRIVÉ,130809809,CENTRE D'HEMODIALYSE DE PROVENCE,M12,0,0,0,21 180,"57,8 %","73,26","0,00","0,0 %"
PRIVÉ,130810740,CLINIQUE AXIUM,M12,23 717,4 990,18 727,0,"50,4 %","53,84","0,91","0,3 %"
PRIVÉ,140000290,CLINIQUE NOTRE-DAME,M12,6 870,2 530,4 340,85,"46,4 %","59,35","1,49","0,2 %"
PRIVÉ,140016759,POLYCLINIQUE DU PARC,M12,26 579,13 453,13 126,4 473,"40,5 %","51,58","1,73","0,6 %"
PRIVÉ,140017237,CH PRIVÉ ST MARTIN CAEN,M12,37 656,15 263,22 393,15 739,"58,2 %","66,02","1,10","0,2 %"
PRIVÉ,140018730,POLYCLINIQUE DE LISIEUX,M12,6 986,1 857,5 129,1 à 10,"52,7 %","61,25","0,74","0,0 %"
PRIVÉ,140026709,POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF,M12,5 252,1 778,3 474,1 à 10,"46,3 %","58,18","1,37","0,2 %"
PRIVÉ,150780120,CLINIQUE DU HAUT CANTAL,M12,364,364,0,0,"52,2 %","66,19","3,80","1,1 %"
PRIVÉ,150780732,CENTRE MÉDICO-CHIRURGICAL AURILLAC,M12,11 516,4 982,6 534,16 548,"58,0 %","67,73","1,23","0,6 %"
PRIVÉ,160000170,CLINIQUE SAINT JOSEPH ANGOULEME,M12,10 655,2 697,7 958,0,"49,7 %","57,30","0,78","0,0 %"
PRIVÉ,160000279,CLINIQUE DE COGNAC,M12,6 476,1 448,5 028,0,"46,4 %","55,80","0,76","0,0 %"
PRIVÉ,160013207,CENTRE CLINICAL,M12,19 459,7 038,12 421,4 486,"44,0 %","56,25","1,13","0,5 %"
PRIVÉ,170780563,ÉTABLISSEMENT DE SOINS PASTEUR - ROYAN,M12,12 075,4 654,7 421,698,"56,9 %","62,47","1,52","0,3 %"
PRIVÉ,170780613,SA CLINIQUE DU MAIL,M12,8 259,3 692,4 567,155,"42,3 %","53,03","1,19","0,0 %"
PRIVÉ,170780621,POLYCLINIQUE SAINT-GEORGES,M12,5 887,1 716,4 171,0,"46,8 %","62,91","1,29","0,1 %"
PRIVÉ,170780647,CLINIQUE RICHELIEU - SAINTES,M12,7 894,1 284,6 610,0,"45,6 %","58,28","0,41","0,0 %"
PRIVÉ,170780662,CLINIQUE DE L'ATLANTIQUE,M12,21 717,2 832,18 885,1 à 10,"45,7 %","61,20","0,29","0,0 %"
PRIVÉ,180000358,CLINIQUE DES GRAINETIERES,M12,5 720,1 736,3 984,779,"50,6 %","60,61","1,09","0,2 %"
PRIVÉ,180004145,HÔPITAL PRIVÉ GUILLAUME DE VARYE,M12,15 217,6 241,8 976,5 744,"43,9 %","56,46","1,44","0,8 %"
PRIVÉ,190000224,CLINIQUE LES CEDRES BRIVE,M12,15 004,6 322,8 682,213,"49,5 %","61,11","1,89","0,4 %"
PRIVÉ,190000257,CLINIQUE SAINT-GERMAIN BRIVE,M12,6 110,1 944,4 166,93,"39,8 %","51,75","0,97","0,1 %"
PRIVÉ,190010553,UNITÉ DE DIALYSE BRIVE,M12,0,0,0,12 065,"68,5 %","67,61","0,00","0,0 %"
PRIVÉ,200200145,POLYCLINIQUE LA RESIDENCE,M12,13 124,4 641,8 483,4 403,"44,8 %","55,90","1,28","0,6 %"
PRIVÉ,210011847,POLYCLINIQUE DU PARC DREVON,M12,15 212,4 020,11 192,4 604,"43,8 %","57,61","0,77","0,6 %"
PRIVÉ,210012670,HÔPITAL PRIVÉ DIJON BOURGOGNE,M12,39 780,15 941,23 839,239,"47,1 %","51,47","1,24","0,1 %"
PRIVÉ,210780789,CLINIQUE MUTUALISTE BENIGNE JOLY,M12,12 119,6 044,6 075,19 231,"63,4 %","63,54","0,82","0,3 %"
PRIVÉ,220000111,POLYCLINIQUE DU TREGOR,M12,6 702,1 736,4 966,1 514,"49,3 %","63,47","0,82","0,1 %"
PRIVÉ,220005599,POLYCLINIQUE DU PAYS DE RANCE,M12,10 302,2 601,7 701,43,"49,3 %","62,48","0,92","0,1 %"
PRIVÉ,220013106,UNITÉ DIALYSE BEGARD AUB SANTÉ,M12,0,0,0,985,"62,8 %","62,07","0,00","0,0 %"
PRIVÉ,220013130,UNITÉ D'AUTODIALYSE PAIMPOL - AUB,M12,0,0,0,744,"98,8 %","67,50","0,00","0,0 %"
PRIVÉ,220013155,UNITÉ D'AUTODIALYSE SAINT ALBAN - AUB,M12,0,0,0,227,"86,8 %","77,80","0,00","0,0 %"
PRIVÉ,220016778,UNITÉ DIALYSE SAINT BRIEUC AUB SANTÉ,M12,0,0,0,13,"100,0 %","51,62","0,00","0,0 %"
PRIVÉ,220019558,UNIT DIALYSE LA BEAUCHÉE ST BRIEUC AUB,M12,0,0,0,6 530,"69,2 %","66,64","0,00","0,0 %"
PRIVÉ,220019848,UNITÉ DIALYSE LOUDEAC AUB SANTÉ,M12,0,0,0,1 108,"67,8 %","58,33","0,00","0,0 %"
PRIVÉ,220020507,UNITÉ DIALYSE LANNION AUB SANTÉ,M12,0,0,0,7 039,"64,9 %","69,94","0,00","0,0 %"
PRIVÉ,220021976,UNITÉ DIALYSE DINAN AUB SANTÉ,M12,0,0,0,2 786,"60,0 %","67,90","0,00","0,0 %"
PRIVÉ,220022800,HÔPITAL PRIVÉ DES COTES D'ARMOR,M12,26 680,10 851,15 829,10 699,"45,5 %","57,09","1,26","0,6 %"
PRIVÉ,230780157,CLINIQUE DE LA MARCHE GUERET,M12,4 744,1 257,3 487,54,"44,8 %","60,45","0,94","0,0 %"
PRIVÉ,240000190,POLYCLINIQUE FRANCHEVILLE,M12,14 838,5 863,8 975,6 724,"48,7 %","61,52","1,32","1,0 %"
PRIVÉ,240000208,CLINIQUE PASTEUR,M12,7 692,1 596,6 096,12,"51,5 %","63,43","0,80","0,0 %"
PRIVÉ,240000216,CLINIQUE DU PARC,M12,8 328,1 297,7 031,0,"45,6 %","59,25","0,48","0,0 %"
PRIVÉ,240006734,CENTRE D'HEMODIALYSE FRANCHEVILLE,M12,0,0,0,24 202,"58,4 %","73,11","0,00","0,0 %"
PRIVÉ,250000270,CLINIQUE SAINT-VINCENT,M12,27 153,9 966,17 187,21,"54,1 %","60,39","1,09","0,3 %"
PRIVÉ,250011848,POLYCLINIQUE DE FRANCHE COMTE,M12,18 329,8 146,10 183,1 694,"37,9 %","51,48","1,33","0,0 %"
PRIVÉ,260000260,CLINIQUE LA PARISIERE,M12,8 395,1 998,6 397,117,"52,9 %","56,11","0,66","0,0 %"
PRIVÉ,260003017,SA CLINIQUE KENNEDY,M12,18 998,5 996,13 002,18,"53,2 %","55,60","0,87","0,1 %"
PRIVÉ,260006267,CLINIQUE GENERALE,M12,8 762,1 408,7 354,4 265,"41,9 %","52,70","0,48","0,6 %"
PRIVÉ,270000326,CLINIQUE PASTEUR,M12,12 512,5 107,7 405,7 638,"52,5 %","62,25","0,83","0,4 %"
PRIVÉ,270000862,CLINIQUE BERGOUIGNAN,M12,8 266,3 350,4 916,1 à 10,"54,0 %","58,83","1,32","0,2 %"
PRIVÉ,280000449,POLE MEDICAL MAISON BLANCHE,M12,1 397,1 276,121,0,"54,0 %","71,64","6,69","1,3 %"
PRIVÉ,280504689,CLINIQUE NÉPHROLOGIQUE DE MAISON BLANCHE,M12,0,0,0,12 436,"57,1 %","69,17","0,00","0,0 %"
PRIVÉ,280505777,HÔPITAL PRIVÉ D'EURE ET LOIR,M12,17 654,6 677,10 977,2 468,"47,7 %","59,14","1,28","0,6 %"
PRIVÉ,290000140,CLINIQUE PASTEUR-SAINT ESPRIT,M12,17 006,5 566,11 440,8 086,"43,0 %","60,58","0,96","0,9 %"
PRIVÉ,290000207,CLINIQUE ST MICHEL ET STE ANNE,M12,12 799,3 052,9 747,2 307,"50,3 %","65,39","0,80","0,6 %"
PRIVÉ,290000215,POLYCLINIQUE QUIMPER SUD,M12,12 869,4 013,8 856,103,"44,2 %","57,87","1,09","0,1 %"
PRIVÉ,290000850,STE BRESTOISE DU REIN ARTIFICIEL,M12,0,0,0,9 038,"68,7 %","74,34","0,00","0,0 %"
PRIVÉ,290004142,CLINIQUE DU GRAND LARGE,M12,8 382,2 705,5 677,152,"45,7 %","55,60","1,11","0,1 %"
PRIVÉ,290005131,UNITÉ DIALYSE PLOURIN-LES-MORLAIX AUB,M12,0,0,0,3 946,"58,0 %","73,96","0,00","0,0 %"
PRIVÉ,290005172,UNITÉ DIALYSE BREST HERMITAGE AUB,M12,0,0,0,2 331,"58,4 %","59,40","0,00","0,0 %"
PRIVÉ,290005230,UNITÉ DIALYSE DOUARNENEZ - AUB,M12,0,0,0,2 434,"42,6 %","73,70","0,00","0,0 %"
PRIVÉ,290018555,UNITÉ D'AUTODIALYSE MORLAIX - AUB,M12,0,0,0,5 131,"56,1 %","66,01","0,00","0,0 %"
PRIVÉ,290018563,UNITÉ DIALYSE QUIMPER KERRADENNEC AUB,M12,0,0,0,9 501,"68,5 %","66,77","0,00","0,0 %"
PRIVÉ,290019777,POLYCLINIQUE DE KERAUDREN,M12,25 359,13 449,11 910,94,"47,6 %","48,30","1,84","0,2 %"
PRIVÉ,290021070,UNITÉ D'AUTODIALYSE CONCARNEAU - AUB,M12,0,0,0,1 987,"91,6 %","69,75","0,00","0,0 %"
PRIVÉ,290023431,CENTRE MÉDICO-CHIRURGICAL BAIE DE MORLAIX,M12,7 539,1 864,5 675,690,"50,9 %","60,40","0,71","0,2 %"
PRIVÉ,290023779,UNITÉ DIALYSE CARHAIX AUB,M12,0,0,0,4 628,"70,9 %","69,85","0,00","0,0 %"
PRIVÉ,290023787,UNITÉ DIALYSE LANDIVISIAU AUB SANTÉ,M12,0,0,0,532,"89,7 %","59,78","0,00","0,0 %"
PRIVÉ,290023795,UNITÉ D'AUTODIALYSE LE FOLGOET - AUB,M12,0,0,0,1 455,"82,9 %","67,75","0,00","0,0 %"
PRIVÉ,290025337,UNITÉ DIALYSE PLONEOUR LANVERN AUB,M12,0,0,0,465,"75,9 %","63,82","0,00","0,0 %"
PRIVÉ,290028539,UNITÉ DIALYSE LANDERNEAU - AUB,M12,0,0,0,157,"45,9 %","62,97","0,00","0,0 %"
PRIVÉ,290029669,UNITÉ DIALYSE QUIMPER AUB SANTÉ,M12,0,0,0,4 282,"55,9 %","74,84","0,00","0,0 %"
PRIVÉ,290030808,UNITÉ DIALYSE CROZON AUB SANTÉ,M12,0,0,0,2 433,"49,6 %","74,13","0,00","0,0 %"
PRIVÉ,290032028,UNITÉ DIALYSE BREST QUESTEL AUB SANTÉ,M12,0,0,0,9 108,"59,9 %","67,30","0,00","0,0 %"
PRIVÉ,290032655,UNITÉ DIALYSE QUIMPERLE MELLAC AUB,M12,0,0,0,1 030,"32,6 %","74,16","0,00","0,0 %"
PRIVÉ,2A0000139,SA CLINISUD,M12,13 820,3 946,9 874,169,"49,1 %","58,73","1,09","0,3 %"
PRIVÉ,2A0000154,CLINIQUE DU SUD DE LA CORSE,M12,5 801,2 616,3 185,2 974,"57,0 %","57,93","1,43","0,8 %"
PRIVÉ,2B0000079,CLINIQUE DR FILIPPI,M12,4 492,341,4 151,1 à 10,"43,4 %","58,82","0,08","0,1 %"
PRIVÉ,2B0000392,POLYCLINIQUE DE FURIANI,M12,5 391,2 439,2 952,1 à 10,"61,0 %","59,28","1,61","0,1 %"
PRIVÉ,2B0005664,CLINIQUE DE TOGA,M12,187,183,1 à 10,0,"68,4 %","72,59","17,87","50,8 %"
PRIVÉ,300002508,CENTRE DE CHIRURGIE AMBULATOIRE DES HAUTS D'AVIGNON,M12,4 294,0,4 294,0,"49,3 %","47,06","0,00","0,0 %"
PRIVÉ,300007119,AIDER ALES,M12,0,0,0,8 377,"55,7 %","68,26","0,00","0,0 %"
PRIVÉ,300007168,AIDER BAGNOLS SUR CEZE,M12,0,0,0,279,"44,8 %","61,50","0,00","0,0 %"
PRIVÉ,300008588,NEPHROCARE NIMES,M12,0,0,0,20 426,"56,9 %","73,16","0,00","0,0 %"
PRIVÉ,300008638,NEPHROCARE BAGNOLS SUR CEZE,M12,0,0,0,4 991,"85,7 %","74,76","0,00","0,0 %"
PRIVÉ,300017209,KENVAL INSTITUT DE CANCEROLOGIE,M12,915,873,42,7 599,"45,5 %","65,09","0,80","1,5 %"
PRIVÉ,300017431,AIDER SANTÉ UAD UDM GCS PAAC,M12,0,0,0,12 023,"50,9 %","76,00","0,00","0,0 %"
PRIVÉ,300017498,CLINIQUE AMBULATOIRE DE LA CEZE,M12,3 263,0,3 263,0,"47,6 %","49,01","0,00","0,0 %"
PRIVÉ,300780137,NOUVELLE CLINIQUE BONNEFON,M12,13 260,5 611,7 649,158,"48,0 %","59,03","2,12","1,1 %"
PRIVÉ,300780152,HÔPITAL PRIVÉ LES FRANCISCAINES,M12,15 204,9 640,5 564,167,"54,5 %","61,04","3,00","0,6 %"
PRIVÉ,300781465,CLINIQUE KENNEDY,M12,11 304,4 531,6 773,31,"40,7 %","50,09","1,44","0,0 %"
PRIVÉ,300787421,AIDER DE NIMES,M12,0,0,0,18 773,"65,6 %","67,00","0,00","0,0 %"
PRIVÉ,300788502,POLYCLINIQUE DU GRAND SUD,M12,29 545,11 615,17 930,3 521,"42,0 %","51,08","1,25","0,1 %"
PRIVÉ,310026083,CLINIQUE SAINT-CYPRIEN RIVE GAUCHE,M12,30 766,13 069,17 697,109,"40,3 %","35,85","1,40","0,1 %"
PRIVÉ,310026927,CLINIQUE CAPIO LA CROIX DU SUD,M12,7 439,3 089,4 350,852,"44,4 %","53,62","1,36","0,5 %"
PRIVÉ,310780101,CLINIQUE SAINT JEAN LANGUEDOC,M12,24 362,8 387,15 975,3 331,"45,8 %","54,13","1,06","0,3 %"
PRIVÉ,310780150,CLINIQUE MEDIPOLE GARONNE,M12,20 021,7 984,12 037,104,"49,0 %","49,38","0,92","0,0 %"
PRIVÉ,310780259,SA CLINIQUE PASTEUR,M12,41 036,24 745,16 291,15 542,"50,9 %","64,27","2,00","0,8 %"
PRIVÉ,310780283,NOUVELLE CLINIQUE DE L'UNION,M12,45 973,22 096,23 877,5 587,"49,3 %","56,23","1,77","0,8 %"
PRIVÉ,310780309,POLYCLINIQUE DU PARC,M12,11 252,5 539,5 713,275,"45,5 %","55,69","1,93","0,7 %"
PRIVÉ,310780366,CLINIQUE MONIE,M12,2 147,1 101,1 046,57,"46,6 %","69,17","5,55","4,4 %"
PRIVÉ,310780382,CLINIQUE AMBROISE PARE,M12,23 580,13 415,10 165,589,"40,3 %","41,26","2,24","0,2 %"
PRIVÉ,310781000,CLINIQUE DES CEDRES,M12,41 835,19 913,21 922,3 454,"47,7 %","57,94","1,93","0,8 %"
PRIVÉ,310781505,CLINIQUE D'OCCITANIE,M12,23 840,11 873,11 967,4 029,"52,4 %","56,63","1,86","0,7 %"
PRIVÉ,310781695,CLINIQUE DE LAGARDELLE,M12,623,618,1 à 10,0,"44,1 %","79,99","13,92","23,9 %"
PRIVÉ,310782016,CLINIQUE NÉPHROLOGIQUE SAINT EXUPERY,M12,1 495,1 442,53,41 693,"61,4 %","72,98","0,24","0,1 %"
PRIVÉ,310786389,CLINIQUE DES PYRENEES,M12,190,190,0,0,"28,4 %","84,17","4,07","0,0 %"
PRIVÉ,310794417,CENTRE NÉPHROLOGIQUE D'OCCITANIE,M12,0,0,0,26 115,"60,4 %","75,76","0,00","0,0 %"
PRIVÉ,320780067,POLYCLINIQUE DE GASCOGNE,M12,6 467,1 886,4 581,12,"55,3 %","59,74","0,98","0,1 %"
PRIVÉ,330017989,CENTRE D'HEMODIALYSE BORDEAUX RIVE DROITE,M12,0,0,0,14 683,"53,2 %","74,26","0,00","0,0 %"
PRIVÉ,330780040,NOUVELLE CLINIQUE BEL AIR,M12,17 987,7 298,10 689,13,"49,8 %","56,72","0,73","0,0 %"
PRIVÉ,330780081,CLINIQUE SAINT AUGUSTIN,M12,16 288,10 147,6 141,14,"64,5 %","60,70","2,73","0,5 %"
PRIVÉ,330780115,CLINIQUE TIVOLI-DUCOS,M12,16 174,5 764,10 410,9 199,"31,9 %","56,17","0,75","0,4 %"
PRIVÉ,330780206,CLINIQUE D'ARCACHON,M12,9 854,2 231,7 623,1 891,"51,1 %","59,28","0,69","0,7 %"
PRIVÉ,330780255,CLINIQUE DU LIBOURNAIS,M12,11 694,1 278,10 416,1 à 10,"46,6 %","60,19","0,27","0,0 %"
PRIVÉ,330780263,POLYCLINIQUE BORDEAUX RIVE DROITE,M12,27 958,12 414,15 544,2 447,"44,8 %","48,54","1,63","0,7 %"
PRIVÉ,330780271,CLINIQUE DU SPORT DE BORDEAUX MERIGNAC,M12,9 333,2 242,7 091,1 à 10,"58,2 %","45,39","0,61","0,0 %"
PRIVÉ,330780354,POLYCLINIQUE BORDEAUX CAUDERAN,M12,899,896,1 à 10,537,"29,8 %","67,33","5,24","2,7 %"
PRIVÉ,330780446,C.T.M.R. ST AUGUSTIN,M12,0,0,0,26 228,"60,6 %","72,41","0,00","0,0 %"
PRIVÉ,330780453,CENTRE D'HEMODIALYSE SAINT MARTIN,M12,0,0,0,22 304,"54,5 %","74,21","0,00","0,0 %"
