Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
CH,040780249,EPS VALLEE DE LA BLANCHE,M12,48,47,1 à 10,0,"35,4 %","86,17","10,73","8,3 %"
CH,040788879,CH DIGNE,M12,10 739,5 104,5 635,2 207,"43,4 %","57,86","2,85","1,8 %"
CH,050000108,CH AIGUILLES QUEYRAS,M12,45,45,0,0,"33,3 %","87,93","26,29","4,4 %"
CH,050000116,CH DE BRIANCON,M12,8 819,5 212,3 607,5 303,"58,2 %","58,00","1,53","0,8 %"
CH,050000124,CH D'EMBRUN,M12,1 396,791,605,0,"52,3 %","65,23","4,54","4,4 %"
CH,050002948,CHICAS GAP-SISTERON,M12,21 550,16 201,5 349,14 842,"50,0 %","61,41","2,19","1,4 %"
CLCC,050007533,INSTITUT PAOLI CALMETTES RADIOTH GAP,M12,0,0,0,10 151,"44,2 %","68,74","0,00","0,0 %"
CLCC,060000528,CENTRE ANTOINE LACASSAGNE,M12,9 463,5 464,3 999,51 480,"44,8 %","63,41","0,55","0,5 %"
CH,060006889,HÔPITAUX DE LA VESUBIE,M12,126,126,0,0,"41,3 %","83,71","10,79","13,5 %"
CH,060780327,CH SAINT MAUR SAINT ETIENNE TINEE,M12,19,19,0,0,"42,1 %","83,74","10,58","5,3 %"
CH,060780657,CH DE BREIL SUR ROYA,M12,142,139,1 à 10,0,"45,8 %","79,03","13,27","7,7 %"
CH,060780780,CH DU PAYS DE LA ROUDOULE A PUGET,M12,55,54,1 à 10,0,"43,6 %","79,44","17,91","16,4 %"
CH,060780897,CH DE GRASSE,M12,21 003,15 802,5 201,4 725,"41,1 %","51,93","3,30","2,2 %"
CH,060780905,CH ST ELOI DE SOSPEL,M12,270,263,1 à 10,0,"38,1 %","81,16","11,79","13,3 %"
CH,060780921,CH ST LAZARE DE TENDE,M12,50,48,1 à 10,0,"42,0 %","78,78","17,60","10,0 %"
PSPH/EBNL,060780947,HÔPITAUX PEDIATRIQUES NICE CHU LENVAL,M12,13 998,8 225,5 773,688,"56,7 %","6,94","1,93","0,1 %"
CH,060780954,CH ANTIBES-JUAN LES PINS,M12,22 924,16 400,6 524,4 498,"47,0 %","59,37","3,79","3,8 %"
CH,060780988,CH DE CANNES,M12,28 708,18 804,9 904,13 100,"52,3 %","63,57","2,55","2,2 %"
CHR/U,060785011,CHU DE NICE,M12,83 717,50 822,32 895,49 172,"50,2 %","57,63","2,23","1,6 %"
CH,060791761,CH LA PALMOSA MENTON,M12,7 474,3 236,4 238,17,"46,7 %","64,11","3,44","2,9 %"
PSPH/EBNL,060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,M12,2 164,1 361,803,33,"44,7 %","80,16","8,11","5,8 %"
PSPH/EBNL,060794013,CENTRE CARDIO MEDICO CHIRURGICAL TZANCK,M12,5 197,3 201,1 996,33,"70,6 %","71,00","2,79","1,2 %"
PSPH/EBNL,070000096,HÔPITAL DE MOZE,M12,353,346,1 à 10,11,"39,8 %","79,02","7,06","5,5 %"
CH,070002878,CH DE PRIVAS ARDECHE,M12,6 814,3 479,3 335,1 569,"54,5 %","66,51","2,85","2,9 %"
CH,070004742,CH DE LARGENTIERE,M12,31,31,0,0,"38,7 %","84,26","9,90","22,6 %"
CH,070005558,CH BOURG SAINT ANDEOL,M12,160,157,1 à 10,0,"50,6 %","77,48","16,70","43,8 %"
CH,070005566,CH D'ARDECHE MERIDIONALE,M12,14 575,10 375,4 200,3 617,"48,8 %","58,75","2,97","2,0 %"
CH,070007927,CH DES CEVENNES ARDECHOISES,M12,543,539,1 à 10,0,"43,5 %","82,19","13,42","8,7 %"
CH,070780119,CH VALLON PONT D'ARC,M12,173,173,0,0,"42,2 %","82,53","11,07","10,4 %"
CH,070780127,CH DE VILLENEUVE DE BERG,M12,331,324,1 à 10,0,"46,5 %","82,73","11,60","6,6 %"
CH,070780150,CH DU CHEYLARD,M12,513,441,72,144,"43,2 %","76,20","5,85","5,8 %"
CH,070780358,CH D'ARDECHE NORD,M12,18 914,10 624,8 290,12 936,"50,8 %","62,39","1,99","1,2 %"
CH,070780366,CH DE LAMASTRE,M12,325,318,1 à 10,0,"47,4 %","77,06","11,56","6,5 %"
CH,070780374,CH DE TOURNON,M12,1 454,1 448,1 à 10,0,"32,0 %","37,67","7,54","6,1 %"
CH,070780382,CH DE SAINT FELICIEN,M12,124,121,1 à 10,0,"46,0 %","85,02","13,79","7,3 %"
CH,080001969,GROUPEMENT HOSPITALIER SUD ARDENNES,M12,7 614,3 466,4 148,26,"48,5 %","63,61","3,00","3,1 %"
PSPH/EBNL,080010465,GCS TERRIT ARDEN NORD SITE CH SEDAN,M12,584,0,584,0,"46,6 %","40,47","0,00","0,0 %"
PSPH/EBNL,080010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,M12,9 635,1 842,7 793,315,"43,9 %","58,90","0,90","0,9 %"
CH,080011174,CHIC NORD ARDENNES,M12,38 025,24 895,13 130,19 334,"50,6 %","57,98","2,73","1,8 %"
CH,090781774,CHIC DU VAL D ARIEGE,M12,21 063,12 433,8 630,11 723,"50,4 %","59,82","2,32","1,9 %"
CH,090781816,CH ARIEGE COUSERANS,M12,5 352,2 733,2 619,499,"47,4 %","63,36","3,49","2,9 %"
CH,100000017,CH DE TROYES,M12,34 942,23 154,11 788,32 876,"46,6 %","58,98","2,23","1,9 %"
CH,100000041,HL BAR SUR AUBE,M12,292,288,1 à 10,0,"43,8 %","82,71","16,24","13,0 %"
CH,100000058,HL BAR S/SEINE,M12,292,290,1 à 10,0,"40,1 %","82,25","12,71","9,2 %"
CH,100006279,GROUPEMENT HOSPITALIER AUBE MARNE,M12,4 641,3 771,870,117,"41,4 %","56,80","5,94","6,1 %"
PSPH/EBNL,100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,M12,7 716,1 690,6 026,2 227,"48,0 %","57,12","0,53","0,2 %"
CH,110780061,CH CARCASSONNE,M12,28 528,20 211,8 317,35 765,"51,3 %","62,46","1,61","1,1 %"
CH,110780087,CH CASTELNAUDARY,M12,2 148,1 398,750,0,"45,1 %","70,58","5,42","7,9 %"
CH,110780137,CH NARBONNE,M12,22 746,14 142,8 604,1 475,"44,9 %","54,76","3,29","2,7 %"
CH,110780707,HL LIMOUX QUILLAN,M12,612,606,1 à 10,0,"43,5 %","82,41","19,18","9,2 %"
CH,110780772,CH LEZIGNAN-CORBIERES,M12,1 148,748,400,27,"42,0 %","71,41","7,34","2,6 %"
CH,120004528,CH DE MILLAU,M12,8 576,3 773,4 803,1 220,"46,1 %","58,82","2,05","1,2 %"
CH,120004619,CH EMILE BOREL,M12,4 094,2 198,1 896,298,"45,9 %","64,05","3,44","2,4 %"
CH,120780044,CH RODEZ,M12,30 383,17 342,13 041,35 834,"52,0 %","64,21","1,45","1,0 %"
CH,120780069,CH VILLEFRANCHE-DE-ROUERGUE,M12,10 737,4 457,6 280,2 283,"45,9 %","61,51","2,03","1,9 %"
CH,120780085,CH DECAZEVILLE,M12,1 735,1 163,572,150,"51,8 %","72,01","3,76","6,5 %"
CH,120780093,HÔPITAL ST-GENIEZ- D'OLT,M12,110,107,1 à 10,0,"40,9 %","81,93","16,35","22,7 %"
CH,120780101,HÔPITAL D'ESPALION,M12,85,85,0,0,"44,7 %","79,06","27,93","16,5 %"
CLCC,130001647,INSTITUT PAOLI - CALMETTES,M12,23 634,14 049,9 585,73 818,"33,9 %","62,83","0,87","0,5 %"
CH,130001928,CH MONTOLIVET,M12,1 583,784,799,0,"42,9 %","81,87","7,66","4,2 %"
CH,130041916,CH DU PAYS D'AIX CHI AIX PERTUIS,M12,45 955,27 177,18 778,21 915,"48,1 %","56,43","2,27","1,5 %"
PSPH/EBNL,130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,M12,38 205,13 454,24 751,11 968,"49,7 %","57,45","1,64","0,8 %"
PSPH/EBNL,130045263,LA MAISON VILLA IZOI,M12,123,122,1 à 10,0,"52,0 %","58,81","39,30","41,5 %"
PSPH/EBNL,130050917,GCS CLINIQUE JEANNE D'ARC,M12,6 969,1 460,5 509,301,"51,6 %","57,29","0,75","0,0 %"
PSPH/EBNL,130781255,CLINIQUE SAINT-THOMAS,M12,1 119,786,333,109,"36,6 %","83,41","9,93","25,6 %"
CH,130781339,CH D'ALLAUCH,M12,2 320,739,1 581,0,"50,8 %","55,09","3,59","2,2 %"
CH,130781446,CH D'AUBAGNE,M12,14 550,9 721,4 829,1 044,"42,3 %","46,92","3,16","2,3 %"
CH,130782634,CH DE SALON,M12,19 029,13 615,5 414,3 409,"43,8 %","53,60","3,30","2,9 %"
PSPH/EBNL,130783152,CLINIQUE SPEC. STE ELISABETH,M12,573,566,1 à 10,0,"46,4 %","75,06","13,83","44,5 %"
PSPH/EBNL,130783665,CLINIQUE DE BONNEVEINE,M12,10 604,1 930,8 674,726,"41,4 %","51,28","0,63","0,2 %"
CH,130785512,CH DE LA CIOTAT,M12,9 531,6 593,2 938,112,"38,0 %","50,88","3,44","2,7 %"
PSPH/EBNL,130785652,HÔPITAL SAINT JOSEPH,M12,58 960,36 825,22 135,12 969,"47,1 %","52,35","2,64","1,3 %"
CHR/U,130786049,AP-HM,M12,186 589,111 026,75 563,114 250,"52,7 %","51,50","2,13","1,0 %"
PSPH/EBNL,130786445,ETOILE MATERNITE CATHOLIQUE,M12,7 213,6 128,1 085,1 à 10,"20,0 %","21,39","3,63","0,1 %"
CH,130786742,HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN,M12,10 122,6 583,3 539,351,"50,3 %","62,96","3,15","3,3 %"
CH,130789274,CH D'ARLES,M12,14 016,8 342,5 674,2 786,"48,1 %","60,78","3,54","2,7 %"
CH,130789316,CH DE MARTIGUES,M12,24 110,16 116,7 994,21 397,"50,6 %","59,22","1,58","1,0 %"
PSPH/EBNL,130811102,CENTRE DE SOINS PALLIATIFS LA MAISON,M12,297,296,1 à 10,0,"48,1 %","61,22","25,54","56,2 %"
CH,140000035,CH DE LISIEUX,M12,20 187,13 266,6 921,11 178,"48,9 %","55,05","2,38","1,6 %"
CH,140000092,CH AUNAY-BAYEUX - CENTRE HOSPITALIER,M12,13 182,7 531,5 651,2 022,"45,0 %","59,03","2,85","2,2 %"
CHR/U,140000100,CHU COTE DE NACRE CAEN,M12,87 351,53 177,34 174,41 668,"52,8 %","53,75","2,60","1,5 %"
CH,140000118,CH DE FALAISE,M12,7 963,4 604,3 359,11,"51,3 %","52,97","3,77","4,1 %"
CH,140000159,CH DE VIRE,M12,4 477,3 080,1 397,732,"55,8 %","66,77","4,24","3,4 %"
PSPH/EBNL,140000340,FONDATION DE LA MISÉRICORDE HÉROUVILLE SAINT CLAIR,M12,181,176,1 à 10,0,"56,9 %","73,25","21,77","79,6 %"
CLCC,140000555,CLCC FRANÇOIS BACLESSE,M12,10 618,5 577,5 041,72 594,"40,9 %","64,17","0,45","0,5 %"
PSPH/EBNL,140002452,CLINIQUE MISERICORDE- CAEN,M12,8 682,1 328,7 354,93,"38,1 %","64,36","1,66","1,2 %"
CH,140026279,CH DE LA CÔTE FLEURIE,M12,3 709,3 008,701,17,"50,0 %","70,09","6,13","5,1 %"
CLCC,140030891,UNITÉ RADIOTHERAPIE EXTERNE CFB,M12,0,0,0,5 096,"53,5 %","53,91","0,00","0,0 %"
CH,150780047,CH DE CONDAT EN FENIERS,M12,113,112,1 à 10,0,"46,0 %","81,73","22,79","9,7 %"
CH,150780088,CH ST-FLOUR,M12,4 731,3 423,1 308,654,"48,7 %","60,21","5,13","3,3 %"
CH,150780096,CH HENRI MONDOR AURILLAC,M12,19 191,12 718,6 473,5 526,"51,7 %","58,73","3,15","2,1 %"
CH,150780468,CH MAURIAC,M12,2 143,1 639,504,22,"48,4 %","72,92","5,46","4,9 %"
CH,150780500,CH DE MURAT,M12,345,337,1 à 10,0,"42,9 %","81,84","17,95","12,5 %"
CH,160000121,CH DE LA ROCHEFOUCAULD,M12,237,173,64,1 à 10,"51,3 %","78,78","12,29","18,9 %"
CH,160000451,CH ANGOULEME,M12,28 719,20 046,8 673,26 001,"54,6 %","60,39","1,87","1,5 %"
CH,160000485,CH DE CONFOLENS,M12,2 865,1 656,1 209,36,"51,1 %","68,34","3,05","4,8 %"
CH,160000493,CH DE RUFFEC,M12,2 559,1 662,897,24,"50,5 %","69,04","3,23","6,3 %"
CH,160000501,CH CAMILLE CLAUDEL,M12,191,191,0,0,"83,8 %","45,19","12,03","0,0 %"
CH,160006037,CH HÔPITAUX DU SUD CHARENTE,M12,2 532,1 891,641,0,"50,6 %","73,64","5,86","4,9 %"
CH,160014411,HÔPITAUX DE GRAND COGNAC,M12,7 339,5 195,2 144,2 009,"44,9 %","58,53","3,55","3,7 %"
CH,170024194,GROUPEMENT HOSPITALIER DE LA ROCHELLE-RE-AUNIS,M12,44 391,29 567,14 824,38 499,"51,5 %","60,28","2,10","1,7 %"
CH,170780050,CH DE JONZAC,M12,6 948,3 923,3 025,811,"50,4 %","67,24","3,42","3,3 %"
CH,170780142,CH ST PIERRE OLERON,M12,61,61,0,0,"39,3 %","85,05","26,67","23,0 %"
CH,170780167,CH DE SAINT-JEAN-D'ANGELY,M12,4 247,2 517,1 730,118,"52,7 %","63,36","3,55","3,5 %"
CH,170780175,CH DE SAINTONGE - SAINTES,M12,23 065,16 937,6 128,46 192,"53,3 %","63,03","1,38","1,3 %"
CH,170780191,CH ROYAN-ATLANTIQUE,M12,4 442,3 879,563,4 485,"53,1 %","73,03","3,64","4,0 %"
CH,170780225,CH ROCHEFORT,M12,21 147,13 634,7 513,3 720,"46,5 %","55,71","3,08","2,8 %"
CH,170780266,CH DE BOSCAMNANT,M12,287,286,1 à 10,0,"41,8 %","78,65","12,37","10,1 %"
CH,180000028,CH J. COEUR BOURGES,M12,25 727,18 417,7 310,20 163,"53,8 %","61,95","2,66","2,0 %"
CH,180000051,CH VIERZON,M12,8 750,6 036,2 714,1 979,"46,8 %","57,47","3,15","3,3 %"
CH,180000069,CH ST AMAND MONTROND,M12,4 385,3 691,694,1 à 10,"44,1 %","62,95","7,00","6,1 %"
PSPH/EBNL,180010209,POLE SANTÉ PRIVÉ-PUBLIC ST AMANDOIS-ET,M12,2 365,543,1 822,23,"47,5 %","64,64","1,06","0,0 %"
CH,190000042,CH DUBOIS BRIVE,M12,33 369,21 681,11 688,46 804,"52,5 %","63,03","1,59","1,2 %"
CH,190000059,CH COEUR DE CORREZE,M12,12 568,8 912,3 656,758,"45,8 %","56,11","4,43","3,0 %"
CH,190000067,HL BORT LES ORGUES,M12,217,211,1 à 10,0,"40,1 %","82,00","16,80","12,4 %"
CH,190000075,CH USSEL,M12,6 034,3 887,2 147,677,"48,8 %","64,36","3,67","2,9 %"
CH,210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,M12,3 418,2 226,1 192,125,"48,2 %","71,14","6,02","4,8 %"
CH,210012175,HOSPICES CIVILS DE BEAUNE,M12,12 327,7 668,4 659,1 715,"45,0 %","55,88","3,42","2,3 %"
CHR/U,210780581,CHU DIJON BOURGOGNE,M12,93 265,49 967,43 298,46 005,"52,5 %","56,03","2,28","1,4 %"
CH,210780607,CHS DE LA CHARTREUSE,M12,495,493,1 à 10,0,"62,4 %","46,65","9,26","0,0 %"
CH,210780631,CH D'IS-SUR-TILLE,M12,137,136,1 à 10,0,"34,3 %","84,05","14,45","19,0 %"
CH,210780672,CH D'AUXONNE,M12,56,56,0,0,"55,4 %","78,95","14,20","19,6 %"
CH,210780706,CH ROBERT MORLEVAT SEMUR EN AUXOIS,M12,10 696,6 191,4 505,740,"49,4 %","57,54","2,91","1,7 %"
CLCC,210987731,CLCC GEORGES-FRANCOIS LECLERC,M12,13 627,9 459,4 168,47 782,"35,6 %","62,72","0,54","0,4 %"
CH,220000020,CH ST BRIEUC,M12,48 330,32 562,15 768,32 596,"49,2 %","58,98","2,52","1,7 %"
CH,220000046,CH RENÉ PLÉVEN DINAN,M12,14 415,8 667,5 748,3 369,"49,2 %","62,07","3,13","2,6 %"
CH,220000079,CH GUINGAMP,M12,13 367,8 061,5 306,1 463,"47,3 %","60,43","3,22","3,0 %"
CH,220000103,CH LANNION,M12,12 928,9 280,3 648,4 948,"49,9 %","61,41","3,38","2,4 %"
CH,220000152,CH PAIMPOL,M12,5 173,3 547,1 626,1 244,"48,7 %","70,74","4,02","3,5 %"
PSPH/EBNL,220000236,CH PLOUGUERNÉVEL,M12,172,172,0,0,"43,6 %","78,61","8,22","1,7 %"
CH,220005045,CH TREGUIER,M12,707,442,265,0,"40,2 %","82,28","10,64","10,2 %"
CH,220021968,CH DE LAMBALLE,M12,481,477,1 à 10,0,"39,5 %","84,60","16,28","13,7 %"
CH,230780041,CH GUERET,M12,10 776,8 019,2 757,5 829,"47,4 %","60,24","3,01","2,4 %"
CH,230780058,CH AUBUSSON,M12,1 967,1 146,821,1 à 10,"50,3 %","72,01","3,85","4,6 %"
CH,230780066,CH BERNARD DESPLAS BOURGANEUF,M12,419,412,1 à 10,0,"46,3 %","83,12","11,60","14,1 %"
CH,230780074,CH SAINT-VAURY,M12,1 069,0,1 069,0,"71,5 %","46,77","0,00","0,0 %"
PSPH/EBNL,230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,M12,2 794,2 567,227,2 630,"50,3 %","64,14","1,74","1,7 %"
CH,240000042,CH DE BELVES,M12,162,161,1 à 10,0,"45,1 %","80,12","15,55","11,1 %"
CH,240000059,CH BERGERAC,M12,14 593,9 183,5 410,1 809,"46,9 %","57,01","2,76","2,6 %"
CH,240000067,CH DE DOMME,M12,321,319,1 à 10,0,"39,6 %","79,60","7,42","4,7 %"
CH,240000075,CH D'EXCIDEUIL,M12,173,171,1 à 10,0,"57,8 %","76,08","11,10","10,4 %"
CH,240000083,CH DE VAUCLAIRE,M12,3 119,293,2 826,0,"63,5 %","45,07","1,25","0,0 %"
CH,240000109,CH DE NONTRON,M12,49,49,0,0,"42,9 %","84,82","27,45","30,6 %"
CH,240000117,CH DE PERIGUEUX,M12,31 906,21 534,10 372,9 699,"52,3 %","57,54","3,19","2,7 %"
CH,240000448,CH JEAN LECLAIRE,M12,5 283,3 247,2 036,184,"45,7 %","62,53","3,63","4,0 %"
CH,240016055,CHIC RIBERAC DRONNE DOUBLE,M12,143,140,1 à 10,0,"44,8 %","79,65","22,50","24,5 %"
CHR/U,250000015,CHU BESANCON,M12,77 876,46 477,31 399,78 235,"49,6 %","56,30","1,82","1,2 %"
CH,250000221,CH PAUL NAPPEZ MORTEAU,M12,409,389,20,51,"35,7 %","76,85","8,12","8,5 %"
CH,250000239,CH SAINTE CROIX BAUME LES DAMES,M12,215,210,1 à 10,44,"41,7 %","77,65","13,27","17,0 %"
CH,250000452,CHIC DE HAUTE-COMTÉ,M12,15 924,10 031,5 893,3 334,"44,6 %","51,73","2,52","1,5 %"
CH,250000460,CHS NOVILLARS,M12,57,56,1 à 10,0,"70,2 %","44,61","15,58","0,0 %"
CH,250000478,CH SAINT LOUIS ORNANS,M12,86,86,0,0,"38,4 %","83,34","10,67","10,5 %"
CH,260000021,CH DE VALENCE,M12,42 345,28 904,13 441,12 561,"49,1 %","54,40","3,02","2,0 %"
CH,260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,M12,22 489,17 114,5 375,23 425,"48,8 %","58,55","2,12","1,3 %"
CH,260000054,CH CREST,M12,3 752,1 154,2 598,283,"42,5 %","66,27","2,62","3,1 %"
CH,260000088,CH DE NYONS,M12,38,37,1 à 10,1 à 10,"48,8 %","79,73","11,54","12,2 %"
CH,260000096,CH DE BUIS BARONNIES,M12,129,118,11,0,"58,9 %","80,65","9,16","14,7 %"
CH,260000104,CH DE DIE,M12,1 145,700,445,32,"46,9 %","68,12","4,56","4,6 %"
PSPH/EBNL,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX ATRIR,M12,1 398,1 398,0,0,"56,0 %","66,24","4,14","1,6 %"
CH,260016910,HÔPITAUX DROME NORD,M12,17 190,12 880,4 310,12 301,"48,6 %","60,47","2,52","1,6 %"
CH,270000060,CH DE BERNAY,M12,5 359,2 693,2 666,269,"45,0 %","64,57","3,38","3,3 %"
CH,270000086,CH DE GISORS,M12,6 044,3 827,2 217,180,"41,2 %","53,55","2,85","2,8 %"
CH,270000102,CH DE LA RISLE- PONT AUDEMER,M12,4 014,2 410,1 604,185,"49,9 %","63,50","3,69","5,1 %"
CH,270000110,CH DE VERNEUIL,M12,1 327,1 225,102,0,"50,6 %","73,56","7,56","6,8 %"
CH,270023724,CHIC EURE SEINE HÔPITAUX EVREUX-VERNON,M12,36 588,24 855,11 733,26 978,"48,5 %","56,83","2,26","1,5 %"
CH,280000134,CH CHARTRES,M12,37 440,25 456,11 984,24 276,"50,5 %","57,99","2,40","1,6 %"
CH,280000183,CH VICTOR JOUSSELIN,M12,21 557,15 801,5 756,4 000,"45,0 %","52,27","3,89","2,3 %"
CH,280000225,HL LA LOUPE,M12,143,140,1 à 10,0,"44,1 %","83,33","19,41","18,9 %"
CH,280000589,CH DE NOGENT LE ROTROU,M12,6 038,2 366,3 672,48,"47,3 %","67,75","3,37","3,3 %"
CH,280500075,CH DE CHATEAUDUN,M12,8 009,3 520,4 489,902,"47,7 %","69,64","2,94","2,4 %"
CHR/U,290000017,CHU BREST,M12,78 272,52 494,25 778,63 478,"50,4 %","57,08","2,26","1,4 %"
CH,290000041,CH FERDINAND GRALL LANDERNEAU,M12,7 343,5 535,1 808,1 368,"43,0 %","59,42","3,88","3,1 %"
CH,290000074,CH DOUARNENEZ,M12,7 801,3 892,3 909,2 234,"51,8 %","70,23","2,82","3,3 %"
CH,290000090,HL CROZON,M12,65,62,1 à 10,0,"50,8 %","77,12","20,95","35,4 %"
CH,290000108,HL LESNEVEN,M12,207,204,1 à 10,16,"48,4 %","81,54","16,73","24,2 %"
CH,290000116,HL LANMEUR,M12,132,132,0,0,"44,7 %","81,36","22,98","37,1 %"
CH,290000728,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,M12,7 060,3 758,3 302,0,"55,7 %","56,44","2,66","1,5 %"
CH,290000751,HL LE JEUNE ST RENAN,M12,563,291,272,0,"69,6 %","50,36","9,40","1,8 %"
PSPH/EBNL,290000785,HÔTEL DIEU PONT-L'ABBE,M12,8 097,4 144,3 953,1 394,"48,6 %","67,51","3,25","3,4 %"
PSPH/EBNL,290000975,CHM DE ROSCOFF SITE DE PERHARIDY,M12,1 469,74,1 395,4 680,"61,6 %","64,13","0,07","0,0 %"
CH,290020700,CHIC DE CORNOUAILLE QUIMPER,M12,49 643,32 384,17 259,52 056,"49,6 %","59,92","1,72","1,1 %"
CH,290021542,CH DES PAYS DE MORLAIX,M12,16 792,12 720,4 072,7 752,"49,8 %","59,63","3,28","2,3 %"
CH,2A0000014,CH GAL D'AJACCIO,M12,18 318,13 576,4 742,10 807,"51,5 %","59,07","2,59","2,1 %"
CH,2A0000170,HL BONIFACIO,M12,143,60,83,0,"44,1 %","58,68","7,86","8,4 %"
CH,2A0000386,CHS DE CASTELLUCCIO,M12,656,573,83,14 768,"48,0 %","66,57","0,44","0,4 %"
CH,2A0002606,HL DE SARTENE,M12,222,217,1 à 10,0,"43,7 %","79,04","8,22","15,8 %"
CH,2B0000020,CH BASTIA,M12,17 907,13 829,4 078,14 465,"49,3 %","60,67","2,59","1,9 %"
CH,2B0004246,CHIC DE CORTÉ-TATTONE,M12,487,437,50,1 985,"48,1 %","68,74","2,02","2,5 %"
CH,2B0005342,CH DE CALVI,M12,2 545,1 209,1 336,0,"51,4 %","62,54","1,61","1,8 %"
PSPH/EBNL,300012598,GCS NEUROCHIRURGIE DU GARD,M12,523,508,15,0,"53,5 %","62,44","5,94","0,4 %"
CHR/U,300780038,CHU NIMES,M12,90 261,43 872,46 389,90 464,"51,2 %","59,89","1,66","1,0 %"
CH,300780046,CH ALES,M12,20 050,14 723,5 327,8 011,"45,8 %","57,81","3,22","2,5 %"
CH,300780053,CH BAGNOLS SUR CEZE,M12,14 182,8 616,5 566,3 165,"46,6 %","54,83","3,15","1,7 %"
