Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PSPH/EBNL,130786445,ETOILE MATERNITE CATHOLIQUE,M12,7 628,6 597,1 031,68,"20,7 %","21,27","3,73","0,1 %"
CH,130786742,HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN,M12,9 603,6 506,3 097,305,"49,7 %","62,99","3,31","3,2 %"
CH,130789274,CH D'ARLES,M12,12 105,7 311,4 794,2 724,"47,4 %","58,93","3,36","2,3 %"
CH,130789316,CH DE MARTIGUES,M12,23 185,15 589,7 596,20 978,"49,5 %","58,84","1,60","1,1 %"
PSPH/EBNL,130811102,CENTRE DE SOINS PALLIATIFS LA MAISON,M12,355,353,1 à 10,0,"49,0 %","64,83","21,31","66,5 %"
CH,140000035,CH DE LISIEUX,M12,19 631,13 125,6 506,12 290,"47,6 %","55,21","2,37","1,5 %"
CH,140000092,CH AUNAY-BAYEUX - CENTRE HOSPITALIER,M12,13 003,7 605,5 398,1 776,"44,5 %","58,41","2,92","2,5 %"
CHR/U,140000100,CHU COTE DE NACRE CAEN,M12,85 779,52 919,32 860,42 521,"52,3 %","54,07","2,60","1,4 %"
CH,140000118,CH DE FALAISE,M12,7 259,4 188,3 071,32,"52,4 %","52,93","3,60","3,9 %"
CH,140000159,CH DE VIRE,M12,4 674,2 904,1 770,765,"56,4 %","65,25","3,68","3,8 %"
PSPH/EBNL,140000340,FONDATION DE LA MISÉRICORDE HÉROUVILLE SAINT CLAIR,M12,187,180,1 à 10,0,"48,7 %","75,20","19,57","86,1 %"
CLCC,140000555,CLCC FRANÇOIS BACLESSE,M12,10 043,5 474,4 569,73 081,"43,2 %","63,85","0,46","0,6 %"
PSPH/EBNL,140002452,CLINIQUE MISERICORDE- CAEN,M12,8 134,1 330,6 804,91,"37,3 %","62,90","1,81","1,1 %"
CH,140026279,CH DE LA CÔTE FLEURIE,M12,3 776,2 891,885,1 à 10,"48,3 %","69,40","5,56","5,4 %"
CLCC,140030891,UNITÉ RADIOTHERAPIE EXTERNE CFB,M12,0,0,0,4 541,"44,7 %","52,71","0,00","0,0 %"
CH,150780047,CH DE CONDAT EN FENIERS,M12,156,145,11,0,"34,0 %","83,03","20,00","10,3 %"
CH,150780088,CH ST-FLOUR,M12,4 368,3 302,1 066,464,"47,2 %","60,36","5,41","3,2 %"
CH,150780096,CH HENRI MONDOR AURILLAC,M12,18 866,12 858,6 008,5 359,"52,3 %","58,16","3,16","2,2 %"
CH,150780468,CH MAURIAC,M12,2 059,1 566,493,13,"48,7 %","72,07","5,33","5,0 %"
CH,150780500,CH DE MURAT,M12,370,364,1 à 10,0,"43,5 %","79,85","15,75","11,6 %"
CH,160000121,CH DE LA ROCHEFOUCAULD,M12,257,160,97,0,"47,1 %","80,85","9,14","20,2 %"
CH,160000451,CH ANGOULEME,M12,29 634,20 835,8 799,31 749,"54,7 %","60,93","1,65","1,4 %"
CH,160000485,CH DE CONFOLENS,M12,3 301,1 470,1 831,0,"49,0 %","65,91","2,25","3,1 %"
CH,160000493,CH DE RUFFEC,M12,2 089,1 515,574,25,"50,9 %","69,45","3,72","5,4 %"
CH,160000501,CH CAMILLE CLAUDEL,M12,186,186,0,0,"72,6 %","45,47","12,19","0,0 %"
CH,160006037,CH HÔPITAUX DU SUD CHARENTE,M12,2 287,1 864,423,0,"50,3 %","71,99","5,96","6,2 %"
CH,160014411,HÔPITAUX DE GRAND COGNAC,M12,8 270,5 713,2 557,2 055,"45,9 %","58,52","3,35","3,5 %"
CH,170024194,GROUPEMENT HOSPITALIER DE LA ROCHELLE-RE-AUNIS,M12,42 344,28 594,13 750,37 238,"51,0 %","60,14","2,10","1,7 %"
CH,170780050,CH DE JONZAC,M12,6 767,3 818,2 949,708,"49,6 %","66,79","3,50","3,2 %"
CH,170780142,CH ST PIERRE OLERON,M12,47,47,0,0,"44,7 %","82,94","16,23","21,3 %"
CH,170780167,CH DE SAINT-JEAN-D'ANGELY,M12,4 265,2 481,1 784,83,"50,4 %","62,62","3,45","2,6 %"
CH,170780175,CH DE SAINTONGE - SAINTES,M12,23 787,17 652,6 135,45 005,"54,3 %","62,95","1,44","1,3 %"
CH,170780191,CH ROYAN-ATLANTIQUE,M12,4 984,4 382,602,4 183,"52,8 %","73,18","3,80","4,2 %"
CH,170780225,CH ROCHEFORT,M12,22 128,14 252,7 876,3 016,"46,0 %","55,95","3,04","2,4 %"
CH,170780266,CH DE BOSCAMNANT,M12,287,284,1 à 10,0,"43,2 %","79,68","11,62","13,6 %"
CH,180000028,CH J. COEUR BOURGES,M12,25 342,18 864,6 478,20 380,"52,3 %","61,88","2,80","2,0 %"
CH,180000051,CH VIERZON,M12,8 614,5 524,3 090,1 946,"47,9 %","56,83","3,03","3,3 %"
CH,180000069,CH ST AMAND MONTROND,M12,3 605,2 911,694,1 à 10,"43,0 %","61,46","6,16","6,7 %"
PSPH/EBNL,180010209,POLE SANTÉ PRIVÉ-PUBLIC ST AMANDOIS-ET,M12,3 122,721,2 401,86,"49,0 %","61,86","1,06","0,1 %"
CH,190000042,CH DUBOIS BRIVE,M12,32 623,21 141,11 482,44 924,"52,9 %","62,97","1,61","1,3 %"
CH,190000059,CH COEUR DE CORREZE,M12,12 071,9 204,2 867,532,"44,6 %","54,92","4,50","3,1 %"
CH,190000067,HL BORT LES ORGUES,M12,231,227,1 à 10,0,"42,0 %","80,13","16,35","7,8 %"
CH,190000075,CH USSEL,M12,5 866,3 911,1 955,577,"51,1 %","64,00","3,79","3,1 %"
CH,210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,M12,3 356,2 327,1 029,87,"47,1 %","72,22","6,95","5,4 %"
CH,210012175,HOSPICES CIVILS DE BEAUNE,M12,12 427,7 962,4 465,1 425,"45,2 %","56,38","3,65","2,2 %"
CHR/U,210780581,CHU DIJON BOURGOGNE,M12,92 106,50 542,41 564,43 932,"52,9 %","55,86","2,28","1,5 %"
CH,210780607,CHS DE LA CHARTREUSE,M12,388,385,1 à 10,0,"55,9 %","45,16","11,73","0,0 %"
CH,210780631,CH D'IS-SUR-TILLE,M12,139,138,1 à 10,0,"44,6 %","81,35","16,21","22,3 %"
CH,210780706,CH ROBERT MORLEVAT SEMUR EN AUXOIS,M12,9 548,5 772,3 776,683,"47,7 %","57,16","3,02","1,9 %"
CLCC,210987731,CLCC GEORGES-FRANCOIS LECLERC,M12,13 276,9 310,3 966,52 855,"34,5 %","62,82","0,50","0,4 %"
CH,220000020,CH ST BRIEUC,M12,46 692,32 633,14 059,31 972,"49,1 %","58,84","2,54","1,6 %"
CH,220000046,CH RENÉ PLÉVEN DINAN,M12,12 997,8 612,4 385,3 112,"47,6 %","62,22","3,59","2,7 %"
CH,220000079,CH GUINGAMP,M12,13 129,8 124,5 005,1 107,"45,8 %","60,42","3,30","2,9 %"
CH,220000103,CH LANNION,M12,11 793,8 524,3 269,4 627,"46,7 %","60,54","3,41","2,4 %"
CH,220000152,CH PAIMPOL,M12,4 794,3 487,1 307,888,"50,0 %","70,38","4,65","3,7 %"
PSPH/EBNL,220000236,CH PLOUGUERNÉVEL,M12,209,207,1 à 10,0,"51,7 %","77,12","7,76","1,0 %"
CH,220005045,CH TREGUIER,M12,882,485,397,1 à 10,"36,9 %","82,10","7,43","5,3 %"
CH,220021968,CH DE LAMBALLE,M12,558,554,1 à 10,0,"37,5 %","82,99","16,09","14,3 %"
CH,230780041,CH GUERET,M12,10 856,8 182,2 674,4 810,"49,6 %","59,98","3,33","2,5 %"
CH,230780058,CH AUBUSSON,M12,1 838,826,1 012,1 à 10,"48,6 %","71,52","3,19","3,5 %"
CH,230780066,CH BERNARD DESPLAS BOURGANEUF,M12,412,399,13,0,"43,9 %","81,28","11,49","10,9 %"
CH,230780074,CH SAINT-VAURY,M12,1 005,0,1 005,0,"52,3 %","49,71","0,00","0,0 %"
PSPH/EBNL,230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,M12,2 774,2 522,252,2 763,"50,5 %","64,34","1,94","1,3 %"
CH,240000042,CH DE BELVES,M12,130,128,1 à 10,0,"46,9 %","81,97","17,51","7,7 %"
CH,240000059,CH BERGERAC,M12,14 102,9 066,5 036,1 608,"45,2 %","56,93","2,77","2,9 %"
CH,240000067,CH DE DOMME,M12,330,320,1 à 10,0,"37,9 %","78,41","5,22","4,5 %"
CH,240000075,CH D'EXCIDEUIL,M12,201,201,0,0,"53,7 %","77,16","12,10","14,4 %"
CH,240000083,CH DE VAUCLAIRE,M12,2 935,239,2 696,0,"66,0 %","44,33","1,06","0,0 %"
CH,240000109,CH DE NONTRON,M12,61,61,0,0,"44,3 %","80,48","23,57","34,4 %"
CH,240000117,CH DE PERIGUEUX,M12,30 652,21 441,9 211,7 848,"52,6 %","57,29","3,41","3,0 %"
CH,240000448,CH JEAN LECLAIRE,M12,5 384,3 703,1 681,158,"45,4 %","63,38","3,65","5,1 %"
CH,240016055,CHIC RIBERAC DRONNE DOUBLE,M12,319,314,1 à 10,0,"47,3 %","82,58","14,47","18,5 %"
CHR/U,250000015,CHU BESANCON,M12,79 042,47 541,31 501,74 693,"49,4 %","56,22","1,85","1,2 %"
CH,250000221,CH PAUL NAPPEZ MORTEAU,M12,478,455,23,17,"38,8 %","78,00","7,73","8,1 %"
CH,250000239,CH SAINTE CROIX BAUME LES DAMES,M12,186,174,12,1 à 10,"51,5 %","80,95","14,56","24,5 %"
CH,250000452,CHIC DE HAUTE-COMTÉ,M12,16 206,10 536,5 670,3 230,"45,4 %","51,27","2,57","1,5 %"
CH,250000478,CH SAINT LOUIS ORNANS,M12,57,49,1 à 10,0,"40,4 %","85,84","9,51","7,0 %"
CH,260000021,CH DE VALENCE,M12,40 332,28 226,12 106,10 987,"48,5 %","54,39","3,22","1,9 %"
CH,260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,M12,22 664,16 944,5 720,25 848,"50,8 %","59,74","1,95","1,2 %"
CH,260000054,CH CREST,M12,3 661,1 216,2 445,328,"44,6 %","65,16","3,03","3,2 %"
CH,260000088,CH DE NYONS,M12,72,69,1 à 10,0,"37,5 %","81,44","12,90","12,5 %"
CH,260000096,CH DE BUIS BARONNIES,M12,110,95,15,0,"50,9 %","83,95","9,83","13,6 %"
CH,260000104,CH DE DIE,M12,1 191,771,420,26,"49,3 %","68,32","4,89","4,4 %"
PSPH/EBNL,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX ATRIR,M12,1 402,1 399,1 à 10,0,"56,2 %","64,52","3,89","1,6 %"
CH,260016910,HÔPITAUX DROME NORD,M12,16 610,12 844,3 766,12 326,"49,0 %","60,33","2,56","1,9 %"
CH,270000060,CH DE BERNAY,M12,5 446,2 725,2 721,227,"45,8 %","64,23","2,87","2,8 %"
CH,270000086,CH DE GISORS,M12,5 799,3 712,2 087,172,"40,7 %","52,77","2,79","2,2 %"
CH,270000102,CH DE LA RISLE- PONT AUDEMER,M12,3 337,2 147,1 190,84,"48,7 %","64,14","4,08","5,5 %"
CH,270000110,CH DE VERNEUIL,M12,1 289,1 206,83,0,"50,4 %","70,91","7,65","6,7 %"
CH,270023724,CHIC EURE SEINE HÔPITAUX EVREUX-VERNON,M12,35 794,24 002,11 792,27 719,"47,9 %","57,06","2,19","1,6 %"
CH,280000134,CH CHARTRES,M12,35 831,25 181,10 650,23 516,"50,9 %","58,05","2,42","1,7 %"
CH,280000183,CH VICTOR JOUSSELIN,M12,21 385,15 804,5 581,3 907,"44,2 %","51,18","3,97","2,4 %"
CH,280000225,HL LA LOUPE,M12,154,151,1 à 10,0,"33,8 %","84,73","20,86","18,2 %"
CH,280000589,CH DE NOGENT LE ROTROU,M12,5 618,2 252,3 366,47,"46,8 %","67,07","3,29","3,4 %"
CH,280500075,CH DE CHATEAUDUN,M12,7 629,3 224,4 405,877,"48,1 %","70,14","3,14","2,8 %"
CHR/U,290000017,CHU BREST,M12,77 872,53 117,24 755,61 655,"50,3 %","57,20","2,28","1,3 %"
CH,290000041,CH FERDINAND GRALL LANDERNEAU,M12,7 287,5 445,1 842,1 277,"43,6 %","59,38","3,80","2,7 %"
CH,290000074,CH DOUARNENEZ,M12,7 477,3 884,3 593,2 111,"53,3 %","71,04","3,00","3,5 %"
CH,290000090,HL CROZON,M12,67,67,0,0,"49,3 %","80,85","19,19","26,9 %"
CH,290000108,HL LESNEVEN,M12,172,171,1 à 10,1 à 10,"39,2 %","78,52","21,53","29,3 %"
CH,290000116,HL LANMEUR,M12,139,137,1 à 10,0,"43,9 %","79,99","19,42","36,0 %"
CH,290000728,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,M12,6 658,3 906,2 752,0,"53,2 %","56,53","2,84","1,8 %"
CH,290000751,HL LE JEUNE ST RENAN,M12,564,291,273,0,"65,8 %","49,07","9,65","3,0 %"
PSPH/EBNL,290000785,HÔTEL DIEU PONT-L'ABBE,M12,7 186,3 990,3 196,1 017,"49,0 %","67,94","3,65","3,0 %"
PSPH/EBNL,290000975,CHM DE ROSCOFF SITE DE PERHARIDY,M12,1 544,77,1 467,4 835,"58,6 %","62,27","0,07","0,0 %"
CH,290020700,CHIC DE CORNOUAILLE QUIMPER,M12,44 272,29 914,14 358,49 511,"48,1 %","59,91","1,80","1,1 %"
CH,290021542,CH DES PAYS DE MORLAIX,M12,15 942,12 291,3 651,7 026,"50,0 %","59,82","3,34","2,5 %"
CH,2A0000014,CH GAL D'AJACCIO,M12,18 306,13 653,4 653,10 755,"51,0 %","59,23","2,67","2,1 %"
CH,2A0000170,HL BONIFACIO,M12,106,44,62,0,"34,9 %","63,95","9,97","5,7 %"
CH,2A0000386,CHS DE CASTELLUCCIO,M12,831,688,143,15 476,"47,2 %","65,83","0,41","0,4 %"
CH,2A0002606,HL DE SARTENE,M12,156,153,1 à 10,0,"45,5 %","77,46","9,95","12,2 %"
CH,2B0000020,CH BASTIA,M12,18 027,14 339,3 688,15 133,"47,5 %","60,22","2,44","1,8 %"
CH,2B0004246,CHIC DE CORTÉ-TATTONE,M12,442,410,32,1 906,"46,4 %","67,85","1,69","1,4 %"
CH,2B0005342,CH DE CALVI,M12,2 296,1 093,1 203,1 à 10,"49,1 %","62,89","1,75","2,2 %"
PSPH/EBNL,300012598,GCS NEUROCHIRURGIE DU GARD,M12,109,101,1 à 10,0,"53,2 %","65,06","6,23","0,0 %"
PSPH/EBNL,300014446,GCS IGOR,M2,0,0,0,3 692,"50,1 %","66,90","0,00","0,0 %"
CHR/U,300780038,CHU NIMES,M12,90 142,42 763,47 379,84 983,"50,8 %","59,63","1,66","1,1 %"
CH,300780046,CH ALES,M12,18 725,14 069,4 656,7 729,"46,5 %","58,08","3,20","2,7 %"
CH,300780053,CH BAGNOLS SUR CEZE,M12,13 004,8 060,4 944,3 074,"45,7 %","54,60","3,09","1,9 %"
CH,300780079,HL PONT SAINT ESPRIT,M12,246,245,1 à 10,0,"50,0 %","79,31","21,91","26,8 %"
