Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
CH,040780132,EPS PIERRE GROUES DE BARCELONNETTE,M12,129,121,1 à 10,0,"48,1 %","80,86","10,60","4,7 %"
CH,040780140,EPS DUCELIA CASTELLANE,M12,105,99,1 à 10,0,"41,0 %","70,04","8,69","7,6 %"
CH,040780215,CHIC DE MANOSQUE LOUIS RAFFALLI,M12,13 812,10 409,3 403,4 769,"45,3 %","58,01","3,06","1,8 %"
CH,040780231,EPS LUMIERE DE RIEZ,M12,208,207,1 à 10,0,"41,3 %","81,49","5,63","3,4 %"
CH,040780249,EPS VALLEE DE LA BLANCHE,M12,86,84,1 à 10,0,"44,2 %","86,00","10,81","11,6 %"
CH,040788879,CH DIGNE,M12,10 987,6 461,4 526,1 718,"45,1 %","58,24","3,76","2,1 %"
CH,050000108,CH AIGUILLES QUEYRAS,M12,63,62,1 à 10,0,"55,6 %","79,84","20,38","6,3 %"
CH,050000116,CH DE BRIANCON,M12,8 350,5 056,3 294,4 446,"56,6 %","56,82","1,78","0,7 %"
CH,050000124,CH D'EMBRUN,M12,1 181,999,182,11,"48,1 %","70,34","6,65","4,5 %"
CH,050002948,CHICAS GAP-SISTERON,M12,21 821,17 138,4 683,13 410,"48,5 %","60,13","2,52","1,6 %"
CH,050007145,CH BUECH DURANCE,M12,67,67,0,0,"44,8 %","83,82","16,42","11,9 %"
CLCC,050007533,INSTITUT PAOLI CALMETTES RADIOTH GAP,M12,0,0,0,10 436,"44,4 %","66,75","0,00","0,0 %"
CLCC,060000528,CENTRE ANTOINE LACASSAGNE,M12,8 940,6 374,2 566,59 356,"43,4 %","63,23","0,53","0,5 %"
CH,060006889,HÔPITAUX DE LA VESUBIE,M12,124,122,1 à 10,0,"36,3 %","78,72","12,92","8,1 %"
CH,060780327,CH SAINT MAUR SAINT ETIENNE TINEE,M12,51,42,1 à 10,0,"60,8 %","77,61","7,31","9,8 %"
CH,060780657,CH DE BREIL SUR ROYA,M12,181,178,1 à 10,0,"44,8 %","80,69","10,73","4,4 %"
CH,060780780,CH DU PAYS DE LA ROUDOULE A PUGET,M12,88,88,0,0,"43,2 %","79,60","15,47","12,5 %"
CH,060780897,CH DE GRASSE,M12,19 087,15 054,4 033,2 668,"41,0 %","50,10","3,59","2,4 %"
CH,060780905,CH ST ELOI DE SOSPEL,M12,316,302,14,0,"43,4 %","78,95","11,95","11,7 %"
CH,060780921,CH ST LAZARE DE TENDE,M12,80,77,1 à 10,0,"46,3 %","80,89","13,93","10,0 %"
PSPH/EBNL,060780947,HÔPITAUX PEDIATRIQUES NICE CHU LENVAL,M12,13 938,8 109,5 829,430,"57,2 %","6,51","1,93","0,1 %"
CH,060780954,CH ANTIBES-JUAN LES PINS,M12,21 183,16 418,4 765,2 651,"45,7 %","57,65","4,17","3,7 %"
CH,060780988,CH DE CANNES,M12,28 930,19 777,9 153,11 683,"49,2 %","61,34","2,63","1,7 %"
CHR/U,060785011,CHU DE NICE,M12,84 950,55 564,29 386,47 230,"50,2 %","57,23","2,43","1,5 %"
CH,060791761,CH LA PALMOSA MENTON,M12,6 871,3 751,3 120,15,"44,9 %","65,44","4,13","2,3 %"
PSPH/EBNL,060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,M12,3 403,2 578,825,135,"43,4 %","81,36","8,20","6,0 %"
PSPH/EBNL,060794013,CENTRE CARDIO MEDICO CHIRURGICAL TZANCK,M12,5 101,4 058,1 043,1 à 10,"70,6 %","70,24","3,81","1,3 %"
PSPH/EBNL,070000096,HÔPITAL DE MOZE,M12,472,228,244,37,"45,0 %","70,59","4,87","2,6 %"
CH,070002878,CH DE PRIVAS ARDECHE,M12,5 320,3 629,1 691,1 187,"52,4 %","62,81","4,56","3,3 %"
CH,070004742,CH DE LARGENTIERE,M12,82,82,0,0,"29,3 %","84,33","11,16","8,5 %"
CH,070005558,CH BOURG SAINT ANDEOL,M12,151,151,0,0,"48,3 %","76,44","17,47","55,6 %"
CH,070005566,CH D'ARDECHE MERIDIONALE,M12,14 738,10 748,3 990,3 678,"46,2 %","58,99","3,34","2,2 %"
CH,070780101,CH JOS JULLIEN,M12,267,260,1 à 10,0,"40,1 %","83,72","13,07","10,9 %"
CH,070780119,CH VALLON PONT D'ARC,M12,194,194,0,0,"38,1 %","81,18","10,98","8,8 %"
CH,070780127,CH DE VILLENEUVE DE BERG,M12,222,219,1 à 10,0,"44,1 %","80,07","14,36","11,7 %"
CH,070780150,CH DU CHEYLARD,M12,433,415,18,0,"42,0 %","77,38","13,54","10,6 %"
CH,070780218,CH LEOPOLD OLLIER,M12,265,262,1 à 10,0,"45,3 %","80,19","16,18","9,8 %"
CH,070780358,CH D'ARDECHE NORD,M12,17 625,10 924,6 701,14 575,"52,2 %","63,19","1,87","1,1 %"
CH,070780366,CH DE LAMASTRE,M12,400,386,14,0,"44,8 %","75,37","8,05","5,8 %"
CH,070780374,CH DE TOURNON,M12,1 756,1 744,12,0,"31,0 %","45,11","7,17","3,9 %"
CH,070780382,CH DE SAINT FELICIEN,M12,210,202,1 à 10,1 à 10,"39,0 %","80,76","11,16","2,3 %"
CH,080000037,CH DE SEDAN,M12,10 349,7 522,2 827,150,"46,0 %","48,23","4,00","2,1 %"
CH,080000060,HL FUMAY,M12,227,210,17,0,"41,0 %","77,49","17,08","6,2 %"
CH,080000078,HL NOUZONVILLE,M12,190,190,0,0,"31,1 %","80,71","10,73","3,2 %"
CH,080000615,CH CHARLEVILLE MEZIERES,M12,28 113,19 981,8 132,16 709,"51,3 %","58,24","2,75","1,6 %"
CH,080001969,GROUPEMENT HOSPITALIER SUD ARDENNES,M12,9 219,4 716,4 503,1 à 10,"47,1 %","61,84","3,46","2,8 %"
PSPH/EBNL,080010267,GCS TERRITORIAL ARDENNE NORD,M12,1 à 10,0,1 à 10,1 405,"25,4 %","61,87","0,00","0,0 %"
PSPH/EBNL,080010465,GCS TERRIT ARDEN NORD SITE CH SEDAN,M12,786,159,627,0,"43,4 %","47,03","0,82","0,0 %"
PSPH/EBNL,080010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,M12,9 877,2 535,7 342,300,"45,2 %","55,15","1,19","0,6 %"
CH,090781774,CHIC DU VAL D ARIEGE,M12,21 985,13 457,8 528,9 757,"49,8 %","59,78","2,44","1,8 %"
CH,090781816,CH ARIEGE COUSERANS,M12,5 509,3 030,2 479,424,"47,9 %","62,89","3,68","2,3 %"
CH,100000017,CH DE TROYES,M12,33 100,24 779,8 321,29 996,"45,8 %","57,95","2,60","1,9 %"
CH,100000041,HL BAR SUR AUBE,M12,159,156,1 à 10,0,"39,6 %","82,50","14,78","13,2 %"
CH,100000058,HL BAR S/SEINE,M12,225,222,1 à 10,0,"46,2 %","81,16","10,64","13,8 %"
CH,100006279,GROUPEMENT HOSPITALIER AUBE MARNE,M12,4 976,3 995,981,111,"41,4 %","56,53","5,37","5,4 %"
PSPH/EBNL,100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,M12,4 977,2 046,2 931,612,"47,9 %","53,44","1,24","0,3 %"
CH,110780061,CH CARCASSONNE,M12,27 536,20 093,7 443,31 979,"50,3 %","61,34","1,91","1,1 %"
CH,110780087,CH CASTELNAUDARY,M12,1 854,1 323,531,1 à 10,"48,5 %","70,27","4,78","5,9 %"
CH,110780137,CH NARBONNE,M12,19 205,13 653,5 552,1 890,"44,2 %","54,38","3,75","2,3 %"
CH,110780707,HL LIMOUX QUILLAN,M12,799,789,1 à 10,0,"39,9 %","81,28","15,11","6,6 %"
CH,110780772,CH LEZIGNAN-CORBIERES,M12,1 034,714,320,41,"45,5 %","70,70","6,69","3,5 %"
CH,120004528,CH DE MILLAU,M12,9 151,4 221,4 930,984,"46,7 %","57,64","2,10","1,4 %"
CH,120004619,CH EMILE BOREL,M12,4 277,2 410,1 867,59,"46,4 %","61,51","3,47","2,0 %"
CH,120780044,CH RODEZ,M12,27 806,17 573,10 233,32 719,"52,1 %","62,63","1,59","0,9 %"
CH,120780069,CH VILLEFRANCHE-DE-ROUERGUE,M12,11 751,6 152,5 599,2 014,"44,2 %","60,14","2,35","1,3 %"
CH,120780085,CH DECAZEVILLE,M12,3 200,2 122,1 078,64,"47,4 %","66,94","4,64","3,6 %"
CH,120780093,HÔPITAL ST-GENIEZ- D'OLT,M12,157,150,1 à 10,0,"41,4 %","80,39","13,25","7,6 %"
CH,120780101,HÔPITAL D'ESPALION,M12,139,139,0,0,"54,0 %","79,98","20,66","13,7 %"
CLCC,130001647,INSTITUT PAOLI - CALMETTES,M12,22 979,14 606,8 373,65 123,"33,8 %","61,72","0,95","0,6 %"
CH,130001928,CH MONTOLIVET,M12,1 847,981,866,13,"44,0 %","81,42","6,67","2,6 %"
PRIVÉ,130002694,CLINIQUE JEAN PAOLI,M12,580,566,14,0,"43,3 %","78,30","7,00","2,4 %"
CH,130028228,HÔPITAUX DES PORTES DE CAMARGUE,M8,192,190,1 à 10,0,"43,2 %","82,86","15,72","13,0 %"
CH,130041916,CH DU PAYS D'AIX CHI AIX PERTUIS,M12,49 839,30 646,19 193,20 121,"47,6 %","55,41","2,41","1,2 %"
PSPH/EBNL,130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,M12,42 334,17 971,24 363,8 229,"49,3 %","56,10","1,95","0,8 %"
PSPH/EBNL,130781255,CLINIQUE SAINT-THOMAS,M12,1 105,820,285,1 à 10,"39,0 %","83,31","8,07","27,2 %"
CH,130781339,CH D'ALLAUCH,M12,3 546,975,2 571,0,"50,1 %","55,84","2,80","1,4 %"
CH,130781446,CH D'AUBAGNE,M12,13 512,9 642,3 870,762,"42,4 %","47,71","3,36","2,1 %"
CH,130782634,CH DE SALON,M12,18 791,14 476,4 315,2 894,"45,0 %","52,57","3,44","2,3 %"
PSPH/EBNL,130783152,CLINIQUE SPEC. STE ELISABETH,M12,407,403,1 à 10,0,"48,4 %","75,41","10,35","48,2 %"
PSPH/EBNL,130783665,CLINIQUE DE BONNEVEINE,M12,7 487,1 605,5 882,55,"48,2 %","50,50","1,10","0,3 %"
PSPH/EBNL,130784226,HÔPITAL HENRI GASTAUT,M12,2 040,443,1 597,0,"49,1 %","30,79","0,63","0,0 %"
CH,130785512,CH DE LA CIOTAT,M12,8 329,6 576,1 753,88,"34,9 %","50,44","4,08","2,5 %"
PSPH/EBNL,130785652,HÔPITAL SAINT JOSEPH,M12,59 823,40 844,18 979,12 260,"46,7 %","52,44","2,92","1,2 %"
CHR/U,130786049,AP-HM,M12,183 038,118 003,65 035,120 167,"50,8 %","51,76","2,34","0,9 %"
PSPH/EBNL,130786445,ETOILE MATERNITE CATHOLIQUE,M12,7 335,6 474,861,1 à 10,"20,5 %","21,47","4,16","0,1 %"
CH,130786742,HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN,M12,10 085,7 047,3 038,192,"48,7 %","62,91","3,55","3,1 %"
CH,130789274,CH D'ARLES,M12,14 319,9 685,4 634,2 399,"45,5 %","58,57","3,58","2,3 %"
CH,130789316,CH DE MARTIGUES,M12,21 601,15 166,6 435,14 731,"46,1 %","55,23","1,89","0,9 %"
PSPH/EBNL,130811102,CENTRE DE SOINS PALLIATIFS LA MAISON,M12,385,384,1 à 10,0,"47,8 %","60,93","20,47","55,3 %"
CH,140000035,CH DE LISIEUX,M12,22 524,16 762,5 762,11 653,"48,3 %","55,07","2,69","1,5 %"
CH,140000092,CH AUNAY-BAYEUX - CENTRE HOSPITALIER,M12,13 685,8 471,5 214,1 682,"44,4 %","57,61","2,96","2,3 %"
CHR/U,140000100,CHU COTE DE NACRE CAEN,M12,83 277,54 879,28 398,38 470,"53,1 %","53,90","2,76","1,4 %"
CH,140000118,CH DE FALAISE,M12,7 933,5 594,2 339,55,"51,3 %","55,33","4,03","3,4 %"
CH,140000159,CH DE VIRE,M12,3 755,3 336,419,735,"53,7 %","71,20","5,90","4,1 %"
PSPH/EBNL,140000340,FONDATION DE LA MISÉRICORDE HÉROUVILLE SAINT CLAIR,M12,202,198,1 à 10,0,"52,5 %","72,33","15,96","82,2 %"
CLCC,140000555,CLCC FRANÇOIS BACLESSE,M12,9 125,5 474,3 651,72 977,"42,6 %","63,33","0,47","0,6 %"
PSPH/EBNL,140002452,CLINIQUE MISERICORDE- CAEN,M12,7 437,1 742,5 695,115,"38,6 %","61,73","2,26","1,2 %"
CH,140026279,CH DE LA CÔTE FLEURIE,M12,3 998,3 269,729,38,"49,0 %","69,80","6,11","4,4 %"
CLCC,140030891,UNITÉ RADIOTHERAPIE EXTERNE CFB,M12,0,0,0,730,"44,9 %","50,10","0,00","0,0 %"
CH,150780047,CH DE CONDAT EN FENIERS,M12,137,134,1 à 10,0,"34,3 %","82,41","17,76","8,8 %"
CH,150780088,CH ST-FLOUR,M12,5 516,4 221,1 295,492,"47,5 %","59,74","5,10","3,1 %"
CH,150780096,CH HENRI MONDOR AURILLAC,M12,21 056,15 058,5 998,4 216,"51,5 %","55,09","3,38","2,1 %"
CH,150780468,CH MAURIAC,M12,1 903,1 648,255,41,"44,8 %","72,21","7,06","4,6 %"
CH,150780500,CH DE MURAT,M12,434,406,28,0,"48,4 %","79,83","14,60","11,1 %"
CH,160000121,CH DE LA ROCHEFOUCAULD,M12,389,231,158,0,"36,0 %","81,91","8,62","10,5 %"
CH,160000451,CH ANGOULEME,M12,31 340,22 440,8 900,29 991,"52,6 %","60,12","1,75","1,5 %"
CH,160000485,CH DE CONFOLENS,M12,2 852,2 131,721,1 à 10,"47,9 %","69,16","3,09","3,8 %"
CH,160000493,CH DE RUFFEC,M12,2 413,1 771,642,52,"50,3 %","71,38","4,29","5,7 %"
CH,160000519,CH DE CHATEAUNEUF,M12,157,155,1 à 10,0,"50,3 %","73,03","15,01","68,8 %"
CH,160006037,CH HÔPITAUX DU SUD CHARENTE,M12,2 705,2 252,453,1 à 10,"50,1 %","70,99","6,31","5,4 %"
CH,160014411,HÔPITAUX DE GRAND COGNAC,M12,8 930,6 000,2 930,2 149,"46,9 %","58,30","3,19","2,3 %"
CH,170024194,GROUPEMENT HOSPITALIER DE LA ROCHELLE-RE-AUNIS,M12,43 574,32 217,11 357,32 354,"50,4 %","60,22","2,38","1,5 %"
CH,170780050,CH DE JONZAC,M12,6 905,4 356,2 549,726,"52,5 %","66,01","3,90","2,9 %"
CH,170780142,CH ST PIERRE OLERON,M12,142,104,38,0,"42,3 %","80,13","15,20","18,3 %"
CH,170780167,CH DE SAINT-JEAN-D'ANGELY,M12,4 825,3 170,1 655,91,"47,8 %","64,14","4,64","2,8 %"
CH,170780175,CH DE SAINTONGE - SAINTES,M12,24 139,18 324,5 815,44 980,"54,7 %","62,28","1,54","1,1 %"
CH,170780191,CH ROYAN-ATLANTIQUE,M12,6 064,5 405,659,3 279,"51,9 %","72,69","4,28","3,5 %"
CH,170780225,CH ROCHEFORT,M12,22 900,15 270,7 630,2 252,"47,1 %","55,74","3,12","2,1 %"
CH,170780266,CH DE BOSCAMNANT,M12,335,331,1 à 10,0,"45,4 %","79,08","10,55","8,1 %"
CH,180000028,CH J. COEUR BOURGES,M12,27 154,19 229,7 925,19 474,"50,9 %","61,91","2,76","1,8 %"
CH,180000051,CH VIERZON,M12,9 628,6 521,3 107,1 581,"46,8 %","55,34","3,48","3,2 %"
CH,180000069,CH ST AMAND MONTROND,M12,4 794,3 830,964,1 à 10,"41,9 %","60,37","6,50","5,1 %"
CH,190000042,CH DUBOIS BRIVE,M12,27 353,20 811,6 542,37 801,"51,0 %","61,93","1,94","1,3 %"
CH,190000059,CH COEUR DE CORREZE,M12,13 643,10 595,3 048,690,"44,8 %","55,98","4,64","2,6 %"
CH,190000067,HL BORT LES ORGUES,M12,265,259,1 à 10,0,"36,2 %","80,27","17,40","10,2 %"
CH,190000075,CH USSEL,M12,6 638,4 243,2 395,995,"48,4 %","64,40","3,69","2,5 %"
CH,210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,M12,5 433,3 998,1 435,57,"46,5 %","69,39","6,15","3,7 %"
CH,210012175,HOSPICES CIVILS DE BEAUNE,M12,13 109,8 876,4 233,1 126,"46,0 %","55,90","4,09","2,3 %"
CHR/U,210780581,CHU DIJON BOURGOGNE,M12,89 961,54 856,35 105,39 657,"52,2 %","55,76","2,51","1,3 %"
CH,210780607,CHS DE LA CHARTREUSE,M12,429,429,0,0,"67,8 %","44,89","14,56","0,0 %"
CH,210780631,CH D'IS-SUR-TILLE,M12,126,125,1 à 10,0,"42,9 %","81,28","13,83","20,6 %"
CH,210780706,CH ROBERT MORLEVAT SEMUR EN AUXOIS,M12,9 279,6 358,2 921,648,"47,6 %","53,65","3,71","1,7 %"
CLCC,210987731,CLCC GEORGES-FRANCOIS LECLERC,M12,11 782,9 012,2 770,45 769,"39,1 %","62,49","0,57","0,4 %"
CH,220000020,CH ST BRIEUC,M12,46 883,34 123,12 760,33 527,"50,9 %","59,57","2,52","1,5 %"
CH,220000046,CH RENÉ PLÉVEN DINAN,M12,13 946,10 851,3 095,2 489,"45,8 %","60,93","4,15","3,0 %"
CH,220000079,CH GUINGAMP,M12,14 694,8 724,5 970,1 314,"46,5 %","61,41","3,01","2,4 %"
CH,220000103,CH LANNION,M12,13 196,10 166,3 030,3 466,"48,1 %","58,48","3,59","2,1 %"
CH,220000152,CH PAIMPOL,M12,4 976,3 825,1 151,221,"48,9 %","67,90","5,40","3,8 %"
PSPH/EBNL,220000236,CH PLOUGUERNÉVEL,M12,179,176,1 à 10,0,"47,5 %","79,98","13,27","1,1 %"
CH,220005045,CH TREGUIER,M12,1 429,670,759,1 à 10,"38,4 %","80,50","6,54","5,9 %"
CH,220021968,CH DE LAMBALLE,M12,861,856,1 à 10,0,"39,6 %","83,56","14,00","13,1 %"
CH,230780041,CH GUERET,M12,12 345,10 000,2 345,5 449,"47,2 %","61,16","4,15","2,5 %"
CH,230780058,CH AUBUSSON,M12,1 444,932,512,0,"45,5 %","74,00","5,44","4,1 %"
CH,230780066,CH BERNARD DESPLAS BOURGANEUF,M12,626,620,1 à 10,0,"37,4 %","83,19","9,22","6,1 %"
PSPH/EBNL,230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,M12,2 835,2 621,214,2 176,"56,4 %","65,89","2,50","1,8 %"
CH,240000042,CH DE BELVES,M12,203,185,18,1 à 10,"42,2 %","78,24","11,52","7,4 %"
CH,240000059,CH BERGERAC,M12,13 875,9 776,4 099,1 395,"43,5 %","54,98","3,23","2,5 %"
CH,240000067,CH DE DOMME,M12,335,236,99,0,"42,1 %","75,61","8,56","11,9 %"
CH,240000075,CH D'EXCIDEUIL,M12,258,254,1 à 10,0,"51,2 %","77,71","9,79","8,9 %"
CH,240000083,CH DE VAUCLAIRE,M12,129,129,0,0,"77,5 %","42,12","14,48","0,0 %"
CH,240000109,CH DE NONTRON,M12,117,116,1 à 10,0,"51,3 %","80,06","12,21","21,4 %"
CH,240000117,CH DE PERIGUEUX,M12,29 892,22 295,7 597,5 883,"50,7 %","56,47","4,03","2,9 %"
CH,240000448,CH JEAN LECLAIRE,M12,5 622,3 975,1 647,244,"44,4 %","63,53","4,10","3,9 %"
CH,240016055,CHIC RIBERAC DRONNE DOUBLE,M12,324,322,1 à 10,0,"37,7 %","83,07","16,44","4,9 %"
CHR/U,250000015,CHU BESANCON,M12,76 488,50 641,25 847,71 905,"49,6 %","55,49","2,14","1,2 %"
CH,250000221,CH PAUL NAPPEZ MORTEAU,M12,424,392,32,0,"42,0 %","79,14","10,99","13,7 %"
CH,250000239,CH SAINTE CROIX BAUME LES DAMES,M12,274,240,34,51,"40,6 %","79,26","8,41","12,3 %"
CH,250000452,CHIC DE HAUTE-COMTÉ,M12,15 612,11 097,4 515,2 674,"47,8 %","49,63","2,83","1,2 %"
CH,250000478,CH SAINT LOUIS ORNANS,M12,117,116,1 à 10,0,"34,2 %","85,01","11,63","16,2 %"
CH,260000021,CH DE VALENCE,M12,39 760,29 410,10 350,10 879,"48,8 %","54,10","3,27","1,8 %"
CH,260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,M12,22 972,17 469,5 503,22 889,"47,2 %","57,89","2,12","1,2 %"
CH,260000054,CH CREST,M12,2 384,1 474,910,230,"49,0 %","68,29","4,64","4,8 %"
CH,260000088,CH DE NYONS,M12,146,140,1 à 10,0,"39,7 %","78,92","17,55","13,0 %"
CH,260000096,CH DE BUIS BARONNIES,M12,119,113,1 à 10,0,"47,9 %","82,24","7,87","11,8 %"
CH,260000104,CH DE DIE,M12,1 449,1 166,283,52,"47,6 %","69,09","6,23","3,9 %"
PSPH/EBNL,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX ATRIR,M12,1 398,1 398,0,0,"57,9 %","66,72","3,86","0,9 %"
CH,260016910,HÔPITAUX DROME NORD,M12,16 168,13 378,2 790,11 309,"46,5 %","60,68","2,70","1,4 %"
CH,270000060,CH DE BERNAY,M12,7 155,4 360,2 795,156,"41,3 %","58,08","3,32","2,2 %"
CH,270000086,CH DE GISORS,M12,6 086,4 209,1 877,61,"41,8 %","53,09","3,55","2,3 %"
CH,270000102,CH DE LA RISLE- PONT AUDEMER,M12,2 931,2 227,704,16,"46,7 %","66,01","4,45","5,8 %"
CH,270000110,CH DE VERNEUIL,M12,1 500,1 405,95,0,"47,7 %","72,50","7,10","5,8 %"
CH,270023724,CHIC EURE SEINE HÔPITAUX EVREUX-VERNON,M12,38 055,26 202,11 853,26 781,"47,9 %","57,25","2,24","1,3 %"
CH,280000134,CH CHARTRES,M12,34 968,27 434,7 534,21 563,"50,1 %","57,21","2,77","1,7 %"
CH,280000183,CH VICTOR JOUSSELIN,M12,22 770,17 632,5 138,3 189,"44,6 %","50,84","4,00","1,8 %"
CH,280000225,HL LA LOUPE,M12,237,236,1 à 10,0,"36,3 %","82,64","18,44","20,7 %"
CH,280000589,CH DE NOGENT LE ROTROU,M12,6 067,2 628,3 439,72,"47,3 %","66,13","3,40","2,6 %"
CH,280500075,CH DE CHATEAUDUN,M12,6 562,4 548,2 014,1 040,"47,8 %","66,50","3,80","2,6 %"
CHR/U,290000017,CHU BREST,M12,73 417,52 938,20 479,54 616,"51,2 %","56,68","2,52","1,4 %"
CH,290000041,CH FERDINAND GRALL LANDERNEAU,M12,7 225,5 336,1 889,1 134,"44,4 %","55,69","3,84","2,4 %"
CH,290000074,CH DOUARNENEZ,M12,6 187,4 214,1 973,1 676,"52,1 %","70,83","3,62","4,0 %"
CH,290000090,HL CROZON,M12,86,86,0,0,"41,9 %","82,40","19,71","20,9 %"
CH,290000108,HL LESNEVEN,M12,241,240,1 à 10,0,"48,1 %","80,95","17,12","31,5 %"
CH,290000116,HL LANMEUR,M12,178,178,0,0,"42,7 %","81,81","18,73","24,2 %"
CH,290000728,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,M12,7 029,4 374,2 655,0,"55,1 %","59,20","3,40","2,3 %"
CH,290000751,HL LE JEUNE ST RENAN,M12,383,383,0,0,"74,7 %","48,46","18,38","3,9 %"
PSPH/EBNL,290000785,HÔTEL DIEU PONT-L'ABBE,M12,5 937,3 872,2 065,850,"48,2 %","68,42","4,27","3,6 %"
PSPH/EBNL,290000975,CHM DE ROSCOFF SITE DE PERHARIDY,M12,1 191,113,1 078,4 620,"57,5 %","64,21","0,12","0,0 %"
CH,290020700,CHIC DE CORNOUAILLE QUIMPER,M12,42 236,30 861,11 375,46 118,"49,7 %","59,39","1,88","1,2 %"
CH,290021542,CH DES PAYS DE MORLAIX,M12,17 055,13 249,3 806,5 199,"47,4 %","58,83","3,81","2,6 %"
CH,2A0000014,CH GAL D'AJACCIO,M12,19 121,15 353,3 768,11 814,"51,5 %","58,20","2,54","1,6 %"
CH,2A0000170,HL BONIFACIO,M12,99,93,1 à 10,0,"50,5 %","76,18","16,91","16,2 %"
CH,2A0000386,CHS DE CASTELLUCCIO,M12,1 108,765,343,14 950,"46,3 %","65,34","0,45","0,5 %"
CH,2A0002606,HL DE SARTENE,M12,164,159,1 à 10,0,"36,6 %","80,62","10,62","8,5 %"
CH,2B0000020,CH BASTIA,M12,18 571,14 682,3 889,13 947,"47,8 %","58,82","2,50","1,6 %"
CH,2B0004246,CHIC DE CORTÉ-TATTONE,M12,503,441,62,735,"36,3 %","68,81","4,48","3,3 %"
CH,2B0005342,CH DE CALVI,M12,2 209,1 348,861,0,"48,3 %","64,02","1,85","2,4 %"
CHR/U,300780038,CHU NIMES,M12,70 747,43 735,27 012,53 305,"49,0 %","57,92","2,19","1,3 %"
CH,300780046,CH ALES,M12,20 491,15 466,5 025,7 176,"47,8 %","56,96","3,25","2,0 %"
