Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
CH,170024194,GROUPEMENT HOSPITALIER DE LA ROCHELLE-RE-AUNIS,M12,40 172,28 414,11 758,34 155,"50,1 %","60,30","2,22","1,6 %"
CH,170780050,CH DE JONZAC,M12,6 148,3 713,2 435,665,"50,9 %","66,59","3,86","3,3 %"
CH,170780142,CH ST PIERRE OLERON,M12,72,60,12,0,"45,8 %","85,03","20,67","15,3 %"
CH,170780167,CH DE SAINT-JEAN-D'ANGELY,M12,3 221,2 063,1 158,49,"49,4 %","65,68","4,91","3,8 %"
CH,170780175,CH DE SAINTONGE - SAINTES,M12,22 806,17 473,5 333,42 554,"54,0 %","63,04","1,50","1,3 %"
CH,170780191,CH ROYAN-ATLANTIQUE,M12,4 657,4 207,450,3 536,"53,7 %","73,74","4,36","4,2 %"
CH,170780225,CH ROCHEFORT,M12,20 119,13 787,6 332,2 834,"47,6 %","56,41","3,14","2,4 %"
CH,170780266,CH DE BOSCAMNANT,M12,271,270,1 à 10,0,"41,7 %","81,61","12,97","9,6 %"
CH,180000028,CH J. COEUR BOURGES,M12,24 335,18 186,6 149,20 409,"53,5 %","62,29","2,82","2,2 %"
CH,180000051,CH VIERZON,M12,7 572,5 304,2 268,1 844,"48,2 %","57,43","3,65","4,0 %"
CH,180000069,CH ST AMAND MONTROND,M12,4 439,3 665,774,23,"44,0 %","61,55","6,76","5,8 %"
PSPH/EBNL,180010209,POLE SANTÉ PRIVÉ-PUBLIC ST AMANDOIS-ET,M12,1 726,399,1 327,17,"47,7 %","60,03","1,05","0,1 %"
CH,190000042,CH DUBOIS BRIVE,M12,28 598,19 801,8 797,41 379,"52,8 %","62,75","1,69","1,3 %"
CH,190000059,CH COEUR DE CORREZE,M12,10 890,8 681,2 209,738,"42,8 %","56,61","4,89","2,9 %"
CH,190000067,HL BORT LES ORGUES,M12,212,208,1 à 10,0,"44,3 %","79,00","19,25","17,9 %"
CH,190000075,CH USSEL,M12,5 791,3 989,1 802,592,"49,6 %","63,68","3,72","2,7 %"
CH,210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,M12,3 326,2 649,677,49,"46,3 %","72,76","7,20","4,9 %"
CH,210012175,HOSPICES CIVILS DE BEAUNE,M12,11 848,7 854,3 994,1 485,"45,8 %","56,86","3,87","2,6 %"
CHR/U,210780581,CHU DIJON BOURGOGNE,M12,81 567,48 661,32 906,43 202,"53,4 %","56,33","2,38","1,6 %"
CH,210780607,CHS DE LA CHARTREUSE,M12,374,373,1 à 10,0,"65,8 %","45,70","11,66","0,0 %"
CH,210780631,CH D'IS-SUR-TILLE,M12,94,93,1 à 10,0,"37,2 %","83,05","15,18","29,8 %"
CH,210780706,CH ROBERT MORLEVAT SEMUR EN AUXOIS,M12,7 787,5 417,2 370,668,"49,6 %","56,14","3,67","2,1 %"
CLCC,210987731,CLCC GEORGES-FRANCOIS LECLERC,M12,12 208,8 777,3 431,49 185,"37,5 %","62,99","0,52","0,4 %"
CH,220000020,CH ST BRIEUC,M12,43 605,31 177,12 428,32 294,"50,2 %","59,83","2,52","1,5 %"
CH,220000046,CH RENÉ PLÉVEN DINAN,M12,12 340,8 920,3 420,2 714,"46,7 %","61,55","3,93","3,2 %"
CH,220000079,CH GUINGAMP,M12,12 536,7 692,4 844,1 145,"47,1 %","61,56","3,31","3,0 %"
CH,220000103,CH LANNION,M12,11 126,8 331,2 795,4 141,"48,4 %","60,45","3,53","2,4 %"
CH,220000152,CH PAIMPOL,M12,4 681,3 410,1 271,375,"47,9 %","70,25","5,02","3,4 %"
PSPH/EBNL,220000236,CH PLOUGUERNÉVEL,M12,202,199,1 à 10,0,"44,6 %","78,24","8,40","2,0 %"
CH,220005045,CH TREGUIER,M12,951,671,280,1 à 10,"39,9 %","82,97","9,06","10,1 %"
CH,220021968,CH DE LAMBALLE,M12,687,679,1 à 10,0,"46,1 %","82,65","14,20","15,3 %"
CH,230780041,CH GUERET,M12,10 930,8 264,2 666,4 511,"46,1 %","59,70","3,44","2,7 %"
CH,230780058,CH AUBUSSON,M12,1 222,795,427,1 à 10,"45,5 %","72,50","4,52","6,3 %"
CH,230780066,CH BERNARD DESPLAS BOURGANEUF,M12,452,449,1 à 10,0,"39,6 %","84,72","12,08","8,8 %"
CH,230780074,CH SAINT-VAURY,M12,965,0,965,0,"33,7 %","45,77","0,00","0,0 %"
PSPH/EBNL,230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,M12,2 546,2 353,193,2 605,"52,9 %","64,84","2,00","1,7 %"
CH,240000042,CH DE BELVES,M12,108,107,1 à 10,0,"36,1 %","79,12","15,89","8,3 %"
CH,240000059,CH BERGERAC,M12,12 463,8 182,4 281,1 523,"45,7 %","57,44","3,00","2,4 %"
CH,240000067,CH DE DOMME,M12,332,295,37,0,"38,0 %","79,38","7,55","6,9 %"
CH,240000075,CH D'EXCIDEUIL,M12,240,237,1 à 10,0,"45,8 %","79,59","10,98","10,4 %"
CH,240000083,CH DE VAUCLAIRE,M12,311,248,63,0,"75,2 %","44,60","12,01","0,0 %"
CH,240000109,CH DE NONTRON,M12,117,117,0,0,"41,9 %","82,99","13,15","21,4 %"
CH,240000117,CH DE PERIGUEUX,M12,27 274,20 183,7 091,7 016,"51,2 %","57,11","3,73","2,8 %"
CH,240000448,CH JEAN LECLAIRE,M12,4 953,3 483,1 470,128,"44,7 %","63,47","4,12","4,5 %"
CH,240016055,CHIC RIBERAC DRONNE DOUBLE,M12,273,271,1 à 10,0,"43,2 %","83,36","15,33","10,6 %"
CHR/U,250000015,CHU BESANCON,M12,70 728,46 052,24 676,71 536,"50,5 %","56,98","1,97","1,2 %"
CH,250000221,CH PAUL NAPPEZ MORTEAU,M12,504,493,11,0,"37,7 %","80,26","8,95","8,1 %"
CH,250000239,CH SAINTE CROIX BAUME LES DAMES,M12,246,223,23,17,"36,9 %","80,13","10,06","9,9 %"
CH,250000452,CHIC DE HAUTE-COMTÉ,M12,13 911,9 814,4 097,3 404,"47,6 %","51,75","2,69","1,5 %"
CH,250000478,CH SAINT LOUIS ORNANS,M12,124,123,1 à 10,0,"37,9 %","84,03","13,52","18,5 %"
CH,260000021,CH DE VALENCE,M12,34 922,25 688,9 234,10 161,"48,0 %","54,51","3,38","2,1 %"
CH,260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,M12,19 884,15 211,4 673,24 056,"48,5 %","60,32","2,02","1,2 %"
CH,260000054,CH CREST,M12,2 746,1 216,1 530,289,"46,9 %","67,67","3,92","4,9 %"
CH,260000088,CH DE NYONS,M12,109,105,1 à 10,0,"51,4 %","83,47","11,43","21,1 %"
CH,260000096,CH DE BUIS BARONNIES,M12,106,92,14,0,"46,2 %","82,93","7,00","16,0 %"
CH,260000104,CH DE DIE,M12,1 214,896,318,28,"49,2 %","68,97","5,35","4,2 %"
PSPH/EBNL,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX ATRIR,M12,1 273,1 273,0,0,"58,7 %","66,01","3,74","1,3 %"
CH,260016910,HÔPITAUX DROME NORD,M12,14 348,12 170,2 178,11 323,"47,0 %","61,13","2,72","2,1 %"
CH,270000060,CH DE BERNAY,M12,5 230,2 928,2 302,125,"43,9 %","64,81","3,56","3,1 %"
CH,270000086,CH DE GISORS,M12,5 168,3 518,1 650,127,"40,1 %","52,64","3,07","2,5 %"
CH,270000102,CH DE LA RISLE- PONT AUDEMER,M12,3 100,1 972,1 128,16,"49,3 %","64,70","4,73","5,9 %"
CH,270000110,CH DE VERNEUIL,M12,1 331,1 248,83,0,"46,2 %","70,51","7,31","5,0 %"
CH,270023724,CHIC EURE SEINE HÔPITAUX EVREUX-VERNON,M12,33 518,22 916,10 602,26 768,"48,0 %","57,41","2,28","1,7 %"
CH,280000134,CH CHARTRES,M12,33 169,25 230,7 939,21 931,"51,7 %","58,06","2,63","1,8 %"
CH,280000183,CH VICTOR JOUSSELIN,M12,19 729,15 098,4 631,3 811,"44,4 %","52,62","4,22","2,4 %"
CH,280000225,HL LA LOUPE,M12,184,182,1 à 10,1 à 10,"41,6 %","84,21","15,73","13,0 %"
CH,280000589,CH DE NOGENT LE ROTROU,M12,5 121,2 330,2 791,61,"48,9 %","67,19","3,75","3,3 %"
CH,280500075,CH DE CHATEAUDUN,M12,6 111,3 525,2 586,977,"48,6 %","68,52","3,87","3,0 %"
CHR/U,290000017,CHU BREST,M12,70 764,50 350,20 414,58 071,"50,6 %","57,50","2,38","1,4 %"
CH,290000041,CH FERDINAND GRALL LANDERNEAU,M12,6 847,5 090,1 757,1 022,"44,2 %","58,21","3,90","2,8 %"
CH,290000074,CH DOUARNENEZ,M12,6 506,3 980,2 526,2 143,"51,5 %","71,83","3,22","3,5 %"
CH,290000090,HL CROZON,M12,68,68,0,0,"23,5 %","85,16","17,31","19,1 %"
CH,290000108,HL LESNEVEN,M12,202,198,1 à 10,1 à 10,"43,8 %","79,58","22,58","28,6 %"
CH,290000116,HL LANMEUR,M12,194,193,1 à 10,0,"50,0 %","81,25","21,81","19,6 %"
CH,290000728,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,M12,5 394,3 448,1 946,0,"54,2 %","57,56","3,01","2,0 %"
CH,290000751,HL LE JEUNE ST RENAN,M12,392,302,90,0,"73,5 %","50,13","11,34","4,3 %"
PSPH/EBNL,290000785,HÔTEL DIEU PONT-L'ABBE,M12,6 197,3 847,2 350,1 163,"46,8 %","68,82","3,95","3,7 %"
PSPH/EBNL,290000975,CHM DE ROSCOFF SITE DE PERHARIDY,M12,1 320,90,1 230,4 865,"63,4 %","63,38","0,09","0,0 %"
CH,290020700,CHIC DE CORNOUAILLE QUIMPER,M12,40 387,29 034,11 353,47 105,"48,6 %","60,18","1,84","1,1 %"
CH,290021542,CH DES PAYS DE MORLAIX,M12,14 696,11 633,3 063,5 755,"48,8 %","60,48","3,54","2,6 %"
CH,2A0000014,CH GAL D'AJACCIO,M12,15 272,12 328,2 944,10 865,"52,2 %","59,23","2,70","2,1 %"
CH,2A0000170,HL BONIFACIO,M12,73,62,11,0,"42,5 %","77,38","19,38","30,1 %"
CH,2A0000386,CHS DE CASTELLUCCIO,M12,720,655,65,12 475,"48,0 %","67,83","0,52","0,5 %"
CH,2A0002606,HL DE SARTENE,M12,97,93,1 à 10,0,"38,1 %","83,88","11,80","12,4 %"
CH,2B0000020,CH BASTIA,M12,18 105,13 094,5 011,14 642,"48,7 %","59,40","2,40","1,5 %"
CH,2B0004246,CHIC DE CORTÉ-TATTONE,M12,378,325,53,1 658,"39,1 %","68,03","2,15","1,9 %"
CH,2B0005342,CH DE CALVI,M12,2 245,1 152,1 093,22,"50,0 %","64,00","1,75","2,3 %"
CHR/U,300780038,CHU NIMES,M12,83 315,39 725,43 590,56 500,"49,8 %","57,58","1,91","1,3 %"
CH,300780046,CH ALES,M12,16 341,12 831,3 510,6 890,"45,8 %","58,42","3,48","2,6 %"
CH,300780053,CH BAGNOLS SUR CEZE,M12,11 580,8 010,3 570,3 121,"44,0 %","55,35","3,33","2,1 %"
CH,300780079,HL PONT SAINT ESPRIT,M12,299,296,1 à 10,0,"46,8 %","77,90","20,61","21,1 %"
CH,300780087,HL UZES,M12,308,307,1 à 10,0,"44,5 %","82,41","14,01","22,7 %"
CH,300780095,HL LE VIGAN,M12,327,324,1 à 10,0,"53,8 %","71,34","15,69","9,8 %"
CH,300781010,CH PONTEILS,M12,228,220,1 à 10,1 à 10,"46,1 %","77,77","10,26","7,4 %"
