Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PSPH/EBNL,060780947,HÔPITAUX PEDIATRIQUES NICE CHU LENVAL,M12,12 997,7 837,5 160,320,"58,2 %","6,35","1,88","0,1 %"
CH,060780954,CH ANTIBES-JUAN LES PINS,M12,21 050,16 539,4 511,2 603,"46,1 %","56,51","4,28","3,7 %"
CH,060780988,CH DE CANNES,M12,29 576,20 772,8 804,12 307,"49,7 %","60,44","2,74","1,8 %"
CHR/U,060785011,CHU DE NICE,M12,78 677,53 562,25 115,41 289,"49,9 %","56,49","2,72","1,6 %"
CH,060791761,CH LA PALMOSA MENTON,M12,6 603,3 840,2 763,1 à 10,"44,2 %","64,73","4,30","2,5 %"
PSPH/EBNL,060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,M12,3 457,2 477,980,118,"42,2 %","81,01","8,19","6,0 %"
PSPH/EBNL,060794013,CENTRE CARDIO MEDICO CHIRURGICAL TZANCK,M12,4 740,3 970,770,0,"70,4 %","69,68","4,17","1,2 %"
PSPH/EBNL,070000096,HÔPITAL DE MOZE,M12,487,209,278,18,"45,7 %","69,24","4,67","7,1 %"
CH,070002878,CH DE PRIVAS ARDECHE,M12,5 707,4 125,1 582,927,"50,1 %","61,97","4,68","3,1 %"
CH,070004742,CH DE LARGENTIERE,M12,157,156,1 à 10,0,"35,0 %","82,47","9,91","8,3 %"
CH,070005558,CH BOURG SAINT ANDEOL,M12,120,119,1 à 10,0,"50,8 %","76,02","19,73","35,0 %"
CH,070005566,CH D'ARDECHE MERIDIONALE,M12,13 830,10 509,3 321,3 120,"45,3 %","56,46","3,52","2,1 %"
CH,070780101,CH JOS JULLIEN,M12,277,270,1 à 10,0,"39,4 %","80,82","13,03","8,3 %"
CH,070780119,CH VALLON PONT D'ARC,M12,180,178,1 à 10,0,"37,2 %","80,58","13,48","10,0 %"
CH,070780127,CH DE VILLENEUVE DE BERG,M12,188,185,1 à 10,0,"42,6 %","81,89","14,33","11,2 %"
CH,070780150,CH DU CHEYLARD,M12,412,372,40,0,"38,1 %","76,74","11,18","7,8 %"
CH,070780218,CH LEOPOLD OLLIER,M12,246,235,11,0,"37,8 %","79,61","14,68","6,1 %"
CH,070780358,CH D'ARDECHE NORD,M12,16 192,11 417,4 775,14 315,"54,4 %","62,87","2,20","1,3 %"
CH,070780366,CH DE LAMASTRE,M12,374,355,19,0,"44,7 %","74,07","8,97","2,9 %"
CH,070780374,CH DE TOURNON,M12,1 517,1 507,1 à 10,0,"31,4 %","40,85","8,55","3,4 %"
CH,070780382,CH DE SAINT FELICIEN,M12,176,174,1 à 10,0,"42,0 %","81,16","13,27","6,3 %"
CH,080000037,CH DE SEDAN,M12,12 424,8 801,3 623,236,"44,7 %","45,76","3,49","1,7 %"
CH,080000060,HL FUMAY,M12,341,321,20,0,"39,0 %","77,01","12,91","5,6 %"
CH,080000078,HL NOUZONVILLE,M12,162,161,1 à 10,0,"40,7 %","80,88","14,30","8,0 %"
CH,080000615,CH CHARLEVILLE MEZIERES,M12,29 301,20 979,8 322,16 916,"48,5 %","56,83","2,83","1,5 %"
CH,080001969,GROUPEMENT HOSPITALIER SUD ARDENNES,M12,7 814,4 251,3 563,1 à 10,"49,0 %","58,99","3,75","3,3 %"
PSPH/EBNL,080010267,GCS TERRITORIAL ARDENNE NORD,M12,0,0,0,1 653,"31,1 %","62,00","0,00","0,0 %"
PSPH/EBNL,080010465,GCS TERRIT ARDEN NORD SITE CH SEDAN,M12,1 014,157,857,0,"46,8 %","45,77","0,80","0,0 %"
PSPH/EBNL,080010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,M12,9 854,2 951,6 903,319,"48,0 %","54,45","1,53","1,1 %"
CH,090780107,CH LAVELANET,M12,1 667,582,1 085,0,"44,3 %","68,65","2,95","3,0 %"
CH,090781774,CHIC DU VAL D ARIEGE,M12,19 646,13 468,6 178,9 911,"50,4 %","58,52","2,56","1,6 %"
CH,090781816,CH ARIEGE COUSERANS,M12,5 322,3 390,1 932,452,"48,4 %","62,30","3,49","1,9 %"
CH,100000017,CH DE TROYES,M12,35 996,27 252,8 744,28 631,"43,9 %","55,61","2,67","1,8 %"
CH,100000041,HL BAR SUR AUBE,M12,260,184,76,0,"53,8 %","77,51","7,16","8,5 %"
CH,100000058,HL BAR S/SEINE,M12,173,172,1 à 10,0,"48,6 %","77,21","12,28","14,5 %"
CH,100006279,GROUPEMENT HOSPITALIER AUBE MARNE,M12,4 796,4 146,650,266,"40,0 %","55,25","5,73","5,6 %"
CH,110780061,CH CARCASSONNE,M12,27 137,20 746,6 391,30 455,"49,3 %","60,18","2,14","1,2 %"
CH,110780087,CH CASTELNAUDARY,M12,1 285,1 049,236,15,"47,2 %","72,16","6,51","8,3 %"
CH,110780137,CH NARBONNE,M12,19 711,13 451,6 260,1 808,"44,4 %","52,84","3,56","2,3 %"
CH,110780707,HL LIMOUX QUILLAN,M12,799,793,1 à 10,0,"42,1 %","79,60","15,35","4,0 %"
CH,110780772,CH LEZIGNAN-CORBIERES,M12,1 051,934,117,38,"39,8 %","78,66","9,12","5,2 %"
CH,120004528,CH DE MILLAU,M12,8 600,4 689,3 911,1 075,"46,1 %","57,91","2,61","1,5 %"
CH,120004619,CH EMILE BOREL,M12,3 670,2 270,1 400,110,"46,2 %","59,85","3,58","1,8 %"
CH,120780044,CH RODEZ,M12,26 001,17 689,8 312,30 800,"53,5 %","61,78","1,81","1,1 %"
CH,120780069,CH VILLEFRANCHE-DE-ROUERGUE,M12,11 842,6 846,4 996,1 531,"45,3 %","58,87","2,61","1,5 %"
CH,120780085,CH DECAZEVILLE,M12,4 710,3 537,1 173,106,"44,8 %","58,30","4,46","2,6 %"
CH,120780093,HÔPITAL ST-GENIEZ- D'OLT,M12,146,139,1 à 10,0,"45,9 %","81,64","14,36","11,6 %"
CH,120780101,HÔPITAL D'ESPALION,M12,171,170,1 à 10,1 à 10,"45,5 %","81,90","23,08","11,9 %"
CLCC,130001647,INSTITUT PAOLI - CALMETTES,M12,19 174,12 858,6 316,60 794,"33,3 %","61,63","0,98","0,5 %"
CH,130001928,CH MONTOLIVET,M12,1 646,985,661,33,"39,5 %","82,01","7,36","3,5 %"
PRIVÉ,130002694,CLINIQUE JEAN PAOLI,M12,730,713,17,0,"47,1 %","78,92","9,32","2,9 %"
CH,130028228,HÔPITAUX DES PORTES DE CAMARGUE,M12,494,486,1 à 10,0,"42,7 %","83,28","13,51","10,9 %"
CH,130041916,CH DU PAYS D'AIX CHI AIX PERTUIS,M12,49 517,30 608,18 909,17 546,"47,1 %","54,03","2,65","1,2 %"
PSPH/EBNL,130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,M12,38 123,16 786,21 337,6 104,"47,9 %","54,97","2,19","0,8 %"
PSPH/EBNL,130781255,CLINIQUE SAINT-THOMAS,M12,1 212,785,427,0,"35,2 %","83,39","6,78","19,0 %"
CH,130781339,CH D'ALLAUCH,M12,2 670,773,1 897,0,"50,6 %","56,54","2,77","2,1 %"
CH,130781446,CH D'AUBAGNE,M12,12 701,9 461,3 240,1 038,"41,7 %","48,63","3,54","2,3 %"
CH,130782634,CH DE SALON,M12,19 179,14 602,4 577,3 698,"44,5 %","51,19","3,37","2,1 %"
PSPH/EBNL,130783152,CLINIQUE SPEC. STE ELISABETH,M12,362,354,1 à 10,0,"50,6 %","73,92","12,00","48,6 %"
PSPH/EBNL,130783665,CLINIQUE DE BONNEVEINE,M12,6 646,1 917,4 729,1 109,"49,3 %","52,17","1,36","0,5 %"
PSPH/EBNL,130784226,HÔPITAL HENRI GASTAUT,M12,2 401,404,1 997,0,"49,5 %","27,48","0,50","0,0 %"
CH,130785512,CH DE LA CIOTAT,M12,7 619,6 227,1 392,78,"34,6 %","50,21","4,59","2,8 %"
PSPH/EBNL,130785652,HÔPITAL SAINT JOSEPH,M12,55 820,39 588,16 232,12 689,"44,7 %","50,77","3,03","1,1 %"
CHR/U,130786049,AP-HM,M12,180 496,115 834,64 662,108 715,"50,7 %","51,49","2,45","0,9 %"
PSPH/EBNL,130786445,ETOILE MATERNITE CATHOLIQUE,M12,6 954,6 352,602,23,"20,4 %","21,45","4,31","0,1 %"
CH,130786742,HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN,M12,10 541,7 014,3 527,279,"49,9 %","62,69","3,76","3,0 %"
CH,130789274,CH D'ARLES,M12,14 391,10 417,3 974,2 148,"45,3 %","55,81","3,77","2,5 %"
CH,130789316,CH DE MARTIGUES,M12,20 295,14 900,5 395,11 930,"46,3 %","53,48","2,23","1,1 %"
PSPH/EBNL,130811102,CENTRE DE SOINS PALLIATIFS LA MAISON,M12,319,316,1 à 10,0,"50,5 %","55,76","24,76","52,0 %"
CH,140000035,CH DE LISIEUX,M12,21 379,17 618,3 761,10 465,"49,3 %","53,93","3,03","1,5 %"
CH,140000084,CH AUNAY S/ODON,M12,1 055,957,98,1 à 10,"42,3 %","74,43","8,45","7,4 %"
CH,140000092,CH AUNAY-BAYEUX - CENTRE HOSPITALIER,M12,12 817,8 087,4 730,1 820,"44,6 %","56,05","3,11","2,2 %"
CHR/U,140000100,CHU COTE DE NACRE CAEN,M12,78 811,53 668,25 143,30 925,"51,9 %","52,50","3,05","1,5 %"
CH,140000118,CH DE FALAISE,M12,8 403,6 565,1 838,122,"49,2 %","51,65","4,41","2,2 %"
CH,140000159,CH DE VIRE,M12,4 252,3 874,378,704,"52,1 %","69,90","6,00","3,9 %"
PSPH/EBNL,140000340,FONDATION DE LA MISÉRICORDE HÉROUVILLE SAINT CLAIR,M12,188,187,1 à 10,0,"51,6 %","72,54","20,30","76,1 %"
CLCC,140000555,CLCC FRANÇOIS BACLESSE,M12,8 431,5 474,2 957,71 750,"41,0 %","62,26","0,48","0,7 %"
PSPH/EBNL,140002452,CLINIQUE MISERICORDE- CAEN,M12,5 468,1 780,3 688,0,"39,6 %","59,87","3,04","1,5 %"
CH,140026279,CH DE LA CÔTE FLEURIE,M12,3 696,3 353,343,15,"45,2 %","69,53","7,39","4,1 %"
CH,150780047,CH DE CONDAT EN FENIERS,M12,148,147,1 à 10,0,"37,8 %","81,04","20,41","14,2 %"
CH,150780088,CH ST-FLOUR,M12,5 883,4 688,1 195,585,"47,2 %","58,67","5,21","2,8 %"
CH,150780096,CH HENRI MONDOR AURILLAC,M12,20 374,14 797,5 577,3 161,"50,5 %","54,09","3,86","2,0 %"
CH,150780468,CH MAURIAC,M12,1 825,1 634,191,60,"49,3 %","72,60","7,92","4,6 %"
CH,150780500,CH DE MURAT,M12,443,426,17,0,"41,1 %","80,40","13,35","8,6 %"
CH,160000121,CH DE LA ROCHEFOUCAULD,M12,346,194,152,1 à 10,"44,6 %","80,87","8,35","16,6 %"
CH,160000451,CH ANGOULEME,M12,30 872,22 911,7 961,28 195,"51,5 %","59,14","2,06","1,6 %"
CH,160000485,CH DE CONFOLENS,M12,1 842,1 576,266,0,"47,2 %","70,50","4,62","5,5 %"
CH,160000493,CH DE RUFFEC,M12,2 189,1 636,553,28,"47,5 %","71,93","5,32","6,7 %"
CH,160006037,CH HÔPITAUX DU SUD CHARENTE,M12,2 590,2 244,346,1 à 10,"49,0 %","71,19","5,96","4,8 %"
CH,160014411,HÔPITAUX DE GRAND COGNAC,M12,9 499,6 642,2 857,2 013,"44,8 %","58,59","3,32","2,4 %"
CH,170024194,GROUPEMENT HOSPITALIER DE LA ROCHELLE-RE-AUNIS,M12,44 169,33 058,11 111,27 854,"49,7 %","58,90","2,54","1,6 %"
CH,170780050,CH DE JONZAC,M12,6 486,4 194,2 292,448,"50,0 %","65,66","4,01","3,4 %"
CH,170780142,CH ST PIERRE OLERON,M12,222,124,98,0,"36,9 %","82,26","12,78","9,5 %"
CH,170780167,CH DE SAINT-JEAN-D'ANGELY,M12,6 050,4 330,1 720,44,"44,4 %","59,00","5,34","2,9 %"
CH,170780175,CH DE SAINTONGE - SAINTES,M12,22 635,17 431,5 204,34 970,"51,0 %","59,91","1,75","1,1 %"
CH,170780191,CH ROYAN-ATLANTIQUE,M12,6 138,5 247,891,3 065,"48,7 %","72,34","4,29","3,8 %"
CH,170780225,CH ROCHEFORT,M12,21 653,15 058,6 595,1 329,"45,1 %","54,03","3,73","2,3 %"
CH,170780266,CH DE BOSCAMNANT,M12,302,294,1 à 10,0,"45,4 %","81,36","11,61","5,3 %"
CH,180000028,CH J. COEUR BOURGES,M12,27 149,20 302,6 847,19 042,"48,9 %","60,49","3,04","1,9 %"
CH,180000051,CH VIERZON,M12,9 808,6 741,3 067,1 333,"44,1 %","53,13","3,57","3,1 %"
CH,180000069,CH ST AMAND MONTROND,M12,5 110,3 936,1 174,0,"40,4 %","59,02","6,42","4,4 %"
CH,190000042,CH DUBOIS BRIVE,M12,23 509,19 198,4 311,37 950,"51,2 %","62,11","1,94","1,4 %"
CH,190000059,CH COEUR DE CORREZE,M12,13 275,10 098,3 177,607,"46,0 %","54,86","4,70","2,6 %"
CH,190000067,HL BORT LES ORGUES,M12,324,316,1 à 10,1 à 10,"32,3 %","80,52","14,93","8,0 %"
CH,190000075,CH USSEL,M12,6 873,4 811,2 062,782,"48,2 %","62,26","3,88","3,1 %"
CH,210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,M12,5 536,3 812,1 724,220,"48,1 %","67,92","5,88","3,7 %"
CH,210012175,HOSPICES CIVILS DE BEAUNE,M12,14 305,9 847,4 458,1 352,"44,9 %","53,11","3,89","2,0 %"
CHR/U,210780581,CHU DIJON BOURGOGNE,M12,78 467,52 009,26 458,33 360,"50,9 %","54,89","2,90","1,5 %"
CH,210780607,CHS DE LA CHARTREUSE,M12,253,251,1 à 10,0,"79,4 %","45,39","22,62","0,0 %"
CH,210780631,CH D'IS-SUR-TILLE,M12,132,131,1 à 10,0,"28,0 %","81,82","13,47","12,9 %"
CH,210780649,HL DE NUITS-ST-GEORGE,M12,70,69,1 à 10,0,"57,1 %","81,60","27,59","14,3 %"
CH,210780706,CH ROBERT MORLEVAT SEMUR EN AUXOIS,M12,8 547,6 510,2 037,674,"47,2 %","52,81","4,32","1,7 %"
CLCC,210987731,CLCC GEORGES-FRANCOIS LECLERC,M12,10 950,8 819,2 131,43 505,"37,4 %","62,42","0,57","0,4 %"
CH,220000020,CH ST BRIEUC,M12,48 210,35 943,12 267,29 753,"50,8 %","57,97","2,77","1,5 %"
CH,220000046,CH RENÉ PLÉVEN DINAN,M12,12 166,10 732,1 434,1 626,"43,4 %","58,51","5,04","3,1 %"
CH,220000079,CH GUINGAMP,M12,15 335,9 602,5 733,649,"43,8 %","59,88","3,37","2,1 %"
CH,220000103,CH LANNION,M12,13 581,10 983,2 598,2 918,"46,2 %","56,68","4,15","2,3 %"
CH,220000152,CH PAIMPOL,M12,4 812,3 720,1 092,209,"47,2 %","67,13","5,78","3,7 %"
CH,220000186,HL QUINTIN,M12,175,174,1 à 10,0,"35,4 %","80,52","16,15","18,3 %"
PSPH/EBNL,220000236,CH PLOUGUERNÉVEL,M12,209,208,1 à 10,0,"53,6 %","79,76","10,09","1,0 %"
CH,220005045,CH TREGUIER,M12,1 547,698,849,27,"36,2 %","79,89","5,71","5,4 %"
CH,220021968,CH DE LAMBALLE,M12,541,538,1 à 10,0,"35,3 %","84,91","11,51","13,9 %"
CH,230780041,CH GUERET,M12,13 942,11 390,2 552,5 399,"48,2 %","60,64","4,41","2,6 %"
CH,230780058,CH AUBUSSON,M12,1 661,976,685,1 à 10,"43,3 %","72,98","5,18","3,8 %"
CH,230780066,CH BERNARD DESPLAS BOURGANEUF,M12,657,656,1 à 10,0,"42,8 %","82,87","10,64","7,9 %"
PSPH/EBNL,230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,M12,3 070,2 816,254,1 345,"58,4 %","65,61","3,10","1,7 %"
CH,240000042,CH DE BELVES,M12,217,214,1 à 10,1 à 10,"42,5 %","76,66","12,79","12,2 %"
CH,240000059,CH BERGERAC,M12,14 127,11 303,2 824,1 071,"42,7 %","53,54","3,78","2,2 %"
CH,240000067,CH DE DOMME,M12,346,204,142,1 à 10,"41,7 %","74,95","8,97","6,9 %"
CH,240000075,CH D'EXCIDEUIL,M12,179,174,1 à 10,0,"42,5 %","73,56","15,46","11,7 %"
CH,240000083,CH DE VAUCLAIRE,M12,108,106,1 à 10,0,"75,0 %","41,85","13,98","0,0 %"
CH,240000109,CH DE NONTRON,M12,45,45,0,0,"37,8 %","82,76","18,40","11,1 %"
CH,240000117,CH DE PERIGUEUX,M12,29 124,22 709,6 415,4 044,"48,5 %","54,49","4,48","3,2 %"
CH,240000133,HL DE RIBERAC,M12,312,304,1 à 10,0,"42,3 %","83,79","18,49","7,7 %"
CH,240000141,CH DE ST ASTIER,M12,158,157,1 à 10,0,"40,5 %","82,99","22,91","24,7 %"
CH,240000158,HL DE SAINT-AULAYE,M6,43,43,0,0,"39,5 %","85,70","18,02","25,6 %"
CH,240000448,CH JEAN LECLAIRE,M12,4 839,3 574,1 265,107,"43,8 %","61,82","4,95","2,9 %"
CHR/U,250000015,CHU BESANCON,M12,77 658,52 313,25 345,60 690,"50,1 %","55,25","2,37","1,2 %"
CH,250000221,CH PAUL NAPPEZ MORTEAU,M12,771,418,353,27,"51,9 %","67,65","7,57","7,1 %"
CH,250000239,CH SAINTE CROIX BAUME LES DAMES,M12,247,191,56,22,"49,1 %","80,58","8,26","10,8 %"
CH,250000452,CHIC DE HAUTE-COMTÉ,M12,14 564,10 908,3 656,2 216,"47,9 %","47,90","3,15","1,2 %"
CH,250000478,CH SAINT LOUIS ORNANS,M12,150,148,1 à 10,0,"43,3 %","80,97","14,97","18,7 %"
CH,260000021,CH DE VALENCE,M12,39 448,29 216,10 232,10 015,"47,4 %","53,58","3,47","1,7 %"
CH,260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,M12,22 575,16 961,5 614,20 175,"43,8 %","56,17","2,23","1,3 %"
CH,260000054,CH CREST,M12,2 187,1 354,833,155,"48,0 %","65,77","4,96","4,9 %"
CH,260000088,CH DE NYONS,M12,115,114,1 à 10,1 à 10,"27,1 %","80,75","13,61","13,6 %"
CH,260000096,CH DE BUIS BARONNIES,M12,133,123,1 à 10,0,"36,8 %","84,48","9,82","12,0 %"
CH,260000104,CH DE DIE,M12,2 133,1 659,474,85,"43,1 %","58,47","5,83","2,3 %"
PSPH/EBNL,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX ATRIR,M12,1 418,1 401,17,0,"58,3 %","65,00","3,92","1,1 %"
CH,260016910,HÔPITAUX DROME NORD,M12,17 169,14 178,2 991,10 825,"45,6 %","58,64","3,01","1,7 %"
CH,270000060,CH DE BERNAY,M12,7 685,5 219,2 466,82,"43,2 %","55,48","3,78","2,2 %"
CH,270000086,CH DE GISORS,M12,6 108,4 439,1 669,80,"41,0 %","51,42","4,13","2,2 %"
CH,270000102,CH DE LA RISLE- PONT AUDEMER,M12,3 454,2 217,1 237,1 à 10,"47,8 %","63,63","4,39","5,3 %"
CH,270000110,CH DE VERNEUIL,M12,1 564,1 436,128,1 à 10,"48,3 %","70,15","6,79","3,3 %"
CH,270000185,HL DE PACY SUR EURE,M12,170,170,0,0,"29,4 %","85,22","11,22","14,7 %"
CH,270023724,CHIC EURE SEINE HÔPITAUX EVREUX-VERNON,M12,38 647,27 561,11 086,24 876,"45,9 %","56,80","2,43","1,3 %"
CH,280000134,CH CHARTRES,M12,33 541,27 788,5 753,19 605,"50,8 %","56,02","3,04","1,9 %"
CH,280000183,CH VICTOR JOUSSELIN,M12,23 512,18 221,5 291,3 066,"44,1 %","49,32","4,17","1,9 %"
CH,280000225,HL LA LOUPE,M12,212,210,1 à 10,1 à 10,"42,7 %","83,60","14,50","13,6 %"
CH,280000589,CH DE NOGENT LE ROTROU,M12,5 562,2 550,3 012,85,"47,6 %","64,37","3,73","2,8 %"
CH,280500075,CH DE CHATEAUDUN,M12,7 254,5 412,1 842,986,"46,1 %","61,93","4,37","2,3 %"
CHR/U,290000017,CHU BREST,M12,66 171,49 996,16 175,44 935,"49,6 %","56,13","2,77","1,4 %"
CH,290000041,CH FERDINAND GRALL LANDERNEAU,M12,7 378,5 437,1 941,914,"41,4 %","54,10","3,75","2,3 %"
CH,290000074,CH DOUARNENEZ,M12,5 820,4 170,1 650,1 381,"46,6 %","71,08","4,18","4,6 %"
CH,290000090,HL CROZON,M12,101,101,0,0,"31,7 %","82,70","15,62","17,8 %"
CH,290000108,HL LESNEVEN,M12,218,214,1 à 10,0,"37,2 %","80,11","20,83","22,5 %"
CH,290000116,HL LANMEUR,M12,182,182,0,0,"48,9 %","81,90","16,40","22,0 %"
CH,290000306,CH QUIMPERLE,M12,5 953,4 956,997,156,"45,2 %","72,69","5,68","4,0 %"
CH,290000728,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,M12,8 350,5 456,2 894,127,"57,4 %","58,82","3,68","2,1 %"
CH,290000751,HL LE JEUNE ST RENAN,M12,428,426,1 à 10,0,"71,3 %","52,06","18,71","5,4 %"
PSPH/EBNL,290000785,HÔTEL DIEU PONT-L'ABBE,M12,4 747,3 845,902,580,"48,0 %","71,75","5,52","4,4 %"
PSPH/EBNL,290000975,CHM DE ROSCOFF SITE DE PERHARIDY,M12,674,151,523,0,"46,0 %","29,51","0,96","0,0 %"
CH,290020700,CHIC DE CORNOUAILLE QUIMPER,M12,42 389,31 313,11 076,40 801,"46,9 %","58,74","2,09","1,2 %"
CH,290021542,CH DES PAYS DE MORLAIX,M12,18 697,15 205,3 492,4 685,"48,5 %","58,67","3,76","2,3 %"
CH,2A0000014,CH GAL D'AJACCIO,M12,19 044,15 201,3 843,11 054,"54,6 %","57,04","2,63","1,7 %"
CH,2A0000170,HL BONIFACIO,M12,121,113,1 à 10,0,"47,1 %","78,08","13,15","16,5 %"
CH,2A0000386,CHS DE CASTELLUCCIO,M12,703,692,11,12 639,"44,4 %","65,39","0,29","0,6 %"
CH,2A0002606,HL DE SARTENE,M12,269,260,1 à 10,0,"39,0 %","80,68","7,51","9,7 %"
CH,2B0000020,CH BASTIA,M12,18 010,14 433,3 577,13 449,"52,4 %","57,26","2,65","1,6 %"
