Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
CH,020004495,CH BRISSET HIRSON,M12,3 095,1 869,1 226,0,"50,0 %","60,08","5,20","3,7 %"
CH,030002158,CH DPT COEUR DU BOURBONNAIS,M12,284,283,1 à 10,0,"40,5 %","80,45","17,40","6,7 %"
CH,030780092,CH MOULINS YZEURE,M12,19 192,15 164,4 028,24 004,"48,0 %","62,09","2,30","1,2 %"
CH,030780100,CH DE MONTLUCON NERIS-LES-BAINS,M12,21 456,16 605,4 851,9 689,"48,4 %","58,62","3,30","2,1 %"
CH,030780118,CH VICHY,M12,27 879,18 960,8 919,12 881,"51,0 %","60,41","2,54","1,6 %"
CH,030780126,CH DE BOURBON L'ARCHAMBAULT,M12,82,82,0,0,"47,6 %","83,02","26,65","6,1 %"
CH,040780132,EPS PIERRE GROUES DE BARCELONNETTE,M12,87,82,1 à 10,0,"32,2 %","85,20","11,01","4,6 %"
CH,040780140,EPS DUCELIA CASTELLANE,M12,83,77,1 à 10,0,"36,1 %","74,76","6,58","7,2 %"
CH,040780215,CHIC DE MANOSQUE LOUIS RAFFALLI,M12,13 830,10 427,3 403,4 994,"44,2 %","56,95","3,09","1,8 %"
CH,040780231,EPS LUMIERE DE RIEZ,M12,217,217,0,0,"36,9 %","80,59","5,93","1,8 %"
CH,040780249,EPS VALLEE DE LA BLANCHE,M12,93,91,1 à 10,0,"41,9 %","86,10","11,16","9,7 %"
CH,040788879,CH DIGNE,M12,10 799,6 574,4 225,1 715,"45,3 %","57,05","3,89","1,7 %"
CH,050000108,CH AIGUILLES QUEYRAS,M12,77,75,1 à 10,0,"48,1 %","72,34","15,84","6,5 %"
CH,050000116,CH DE BRIANCON,M12,8 376,5 391,2 985,4 245,"55,9 %","56,50","1,87","0,9 %"
CH,050000124,CH D'EMBRUN,M12,1 183,1 021,162,12,"50,5 %","70,50","6,79","5,2 %"
CH,050002948,CHICAS GAP-SISTERON,M12,21 572,17 254,4 318,13 242,"50,5 %","60,54","2,63","1,6 %"
CH,050007145,CH BUECH DURANCE,M12,36,35,1 à 10,0,"36,1 %","83,36","13,44","2,8 %"
CLCC,050007533,INSTITUT PAOLI CALMETTES RADIOTH GAP,M12,0,0,0,9 676,"39,1 %","66,43","0,00","0,0 %"
CLCC,060000528,CENTRE ANTOINE LACASSAGNE,M12,8 906,6 408,2 498,58 879,"43,7 %","62,74","0,53","0,6 %"
CH,060006889,HÔPITAUX DE LA VESUBIE,M12,88,86,1 à 10,0,"39,8 %","85,31","17,23","6,8 %"
CH,060780327,CH SAINT MAUR SAINT ETIENNE TINEE,M12,52,51,1 à 10,0,"25,0 %","84,00","9,12","11,5 %"
CH,060780657,CH DE BREIL SUR ROYA,M12,156,155,1 à 10,0,"36,5 %","80,21","11,01","5,1 %"
CH,060780780,CH DU PAYS DE LA ROUDOULE A PUGET,M12,80,77,1 à 10,0,"50,0 %","81,19","13,71","17,5 %"
CH,060780897,CH DE GRASSE,M12,19 048,15 212,3 836,2 667,"39,0 %","50,25","3,60","2,2 %"
CH,060780905,CH ST ELOI DE SOSPEL,M12,227,221,1 à 10,0,"39,6 %","80,73","15,97","12,3 %"
CH,060780921,CH ST LAZARE DE TENDE,M12,73,72,1 à 10,0,"53,4 %","76,47","15,33","5,5 %"
PSPH/EBNL,060780947,HÔPITAUX PEDIATRIQUES NICE CHU LENVAL,M12,13 860,7 795,6 065,381,"58,2 %","6,47","1,80","0,1 %"
CH,060780954,CH ANTIBES-JUAN LES PINS,M12,21 649,16 903,4 746,2 562,"46,1 %","57,04","4,17","3,5 %"
CH,060780988,CH DE CANNES,M12,30 541,20 780,9 761,12 232,"49,5 %","61,20","2,60","1,7 %"
CHR/U,060785011,CHU DE NICE,M12,84 669,57 470,27 199,47 583,"50,6 %","57,59","2,50","1,5 %"
CH,060791761,CH LA PALMOSA MENTON,M12,6 632,3 648,2 984,31,"45,4 %","65,69","4,36","2,5 %"
PSPH/EBNL,060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,M12,3 443,2 550,893,125,"42,9 %","81,17","8,30","6,9 %"
PSPH/EBNL,060794013,CENTRE CARDIO MEDICO CHIRURGICAL TZANCK,M12,5 249,4 278,971,1 à 10,"70,5 %","70,05","3,93","1,4 %"
PSPH/EBNL,070000096,HÔPITAL DE MOZE,M12,386,185,201,26,"42,0 %","70,44","6,20","6,1 %"
CH,070002878,CH DE PRIVAS ARDECHE,M12,5 457,3 977,1 480,1 125,"50,5 %","63,29","4,68","3,3 %"
CH,070004742,CH DE LARGENTIERE,M12,108,107,1 à 10,0,"32,4 %","83,63","9,85","3,7 %"
CH,070005558,CH BOURG SAINT ANDEOL,M12,172,169,1 à 10,0,"48,3 %","77,51","15,37","37,8 %"
CH,070005566,CH D'ARDECHE MERIDIONALE,M12,14 782,10 792,3 990,3 887,"46,6 %","58,20","3,29","2,0 %"
CH,070780101,CH JOS JULLIEN,M12,348,344,1 à 10,0,"42,0 %","82,36","10,78","9,2 %"
CH,070780119,CH VALLON PONT D'ARC,M12,197,193,1 à 10,0,"31,5 %","82,74","11,47","8,1 %"
CH,070780127,CH DE VILLENEUVE DE BERG,M12,178,174,1 à 10,0,"34,8 %","82,85","14,54","3,4 %"
CH,070780150,CH DU CHEYLARD,M12,392,366,26,0,"42,3 %","77,66","14,17","10,2 %"
CH,070780218,CH LEOPOLD OLLIER,M12,271,268,1 à 10,0,"39,5 %","80,96","15,49","9,2 %"
CH,070780358,CH D'ARDECHE NORD,M12,15 981,10 596,5 385,14 794,"53,8 %","62,90","1,96","1,2 %"
CH,070780366,CH DE LAMASTRE,M12,408,386,22,0,"46,8 %","76,20","8,62","8,6 %"
CH,070780374,CH DE TOURNON,M12,1 653,1 644,1 à 10,0,"31,2 %","44,09","7,33","3,8 %"
CH,070780382,CH DE SAINT FELICIEN,M12,202,189,13,1 à 10,"42,9 %","81,95","12,00","8,6 %"
CH,080000037,CH DE SEDAN,M12,11 565,8 037,3 528,161,"44,3 %","46,43","3,67","1,9 %"
CH,080000060,HL FUMAY,M12,314,292,22,0,"42,0 %","76,56","14,44","6,1 %"
CH,080000078,HL NOUZONVILLE,M12,170,168,1 à 10,0,"34,7 %","81,80","14,21","7,6 %"
CH,080000615,CH CHARLEVILLE MEZIERES,M12,28 565,20 432,8 133,16 986,"50,2 %","57,71","2,71","1,5 %"
CH,080001969,GROUPEMENT HOSPITALIER SUD ARDENNES,M12,8 894,4 520,4 374,16,"48,9 %","60,38","3,45","3,3 %"
PSPH/EBNL,080010267,GCS TERRITORIAL ARDENNE NORD,M12,1 à 10,0,1 à 10,1 388,"27,2 %","60,76","0,00","0,0 %"
PSPH/EBNL,080010465,GCS TERRIT ARDEN NORD SITE CH SEDAN,M12,885,186,699,0,"41,0 %","47,80","0,89","0,0 %"
PSPH/EBNL,080010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,M12,10 107,2 685,7 422,291,"45,7 %","54,71","1,29","0,9 %"
CH,090780107,CH LAVELANET,M12,1 727,596,1 131,0,"44,5 %","69,64","3,44","3,7 %"
CH,090781774,CHIC DU VAL D ARIEGE,M12,20 401,12 760,7 641,10 564,"51,2 %","59,05","2,37","1,7 %"
CH,090781816,CH ARIEGE COUSERANS,M12,5 396,3 241,2 155,399,"48,9 %","63,30","3,90","3,0 %"
CH,100000017,CH DE TROYES,M12,34 510,25 695,8 815,28 631,"45,4 %","57,15","2,60","1,8 %"
CH,100000041,HL BAR SUR AUBE,M12,148,142,1 à 10,1 à 10,"38,9 %","81,84","13,19","10,7 %"
CH,100000058,HL BAR S/SEINE,M12,240,231,1 à 10,0,"44,6 %","79,74","11,66","14,2 %"
CH,100006279,GROUPEMENT HOSPITALIER AUBE MARNE,M12,4 767,3 990,777,173,"39,4 %","56,13","5,86","5,6 %"
CH,110780061,CH CARCASSONNE,M12,27 384,20 300,7 084,32 455,"50,9 %","60,53","1,96","1,1 %"
CH,110780087,CH CASTELNAUDARY,M12,1 608,1 230,378,17,"48,6 %","72,27","5,60","7,0 %"
CH,110780137,CH NARBONNE,M12,19 661,13 852,5 809,2 159,"45,6 %","53,87","3,57","2,5 %"
CH,110780707,HL LIMOUX QUILLAN,M12,642,639,1 à 10,0,"40,0 %","80,36","15,97","5,8 %"
CH,110780772,CH LEZIGNAN-CORBIERES,M12,1 092,842,250,41,"42,8 %","73,57","7,84","3,4 %"
CH,120004528,CH DE MILLAU,M12,9 000,4 209,4 791,1 279,"45,4 %","57,89","2,15","1,4 %"
CH,120004619,CH EMILE BOREL,M12,4 432,2 556,1 876,60,"44,4 %","60,10","3,38","1,8 %"
CH,120780044,CH RODEZ,M12,27 027,17 352,9 675,31 406,"51,6 %","62,01","1,65","1,0 %"
CH,120780069,CH VILLEFRANCHE-DE-ROUERGUE,M12,12 162,6 453,5 709,1 827,"44,0 %","59,24","2,40","1,5 %"
CH,120780085,CH DECAZEVILLE,M12,3 575,2 372,1 203,71,"46,6 %","68,28","4,76","3,5 %"
CH,120780093,HÔPITAL ST-GENIEZ- D'OLT,M12,126,121,1 à 10,0,"44,4 %","77,61","14,35","7,9 %"
CH,120780101,HÔPITAL D'ESPALION,M12,177,176,1 à 10,1 à 10,"56,7 %","78,54","19,13","13,9 %"
CLCC,130001647,INSTITUT PAOLI - CALMETTES,M12,21 988,14 293,7 695,65 378,"35,4 %","61,95","0,96","0,6 %"
CH,130001928,CH MONTOLIVET,M12,1 794,995,799,17,"39,9 %","81,63","7,15","3,8 %"
PRIVÉ,130002694,CLINIQUE JEAN PAOLI,M12,757,744,13,0,"45,4 %","79,46","7,61","2,2 %"
CH,130028228,HÔPITAUX DES PORTES DE CAMARGUE,M12,305,303,1 à 10,0,"35,4 %","83,27","14,33","9,5 %"
CH,130041916,CH DU PAYS D'AIX CHI AIX PERTUIS,M12,48 198,30 013,18 185,19 843,"47,6 %","55,31","2,53","1,1 %"
PSPH/EBNL,130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,M12,42 255,18 539,23 716,8 371,"48,6 %","55,85","2,00","0,8 %"
PSPH/EBNL,130781255,CLINIQUE SAINT-THOMAS,M12,937,715,222,1 à 10,"39,1 %","83,57","8,37","27,4 %"
CH,130781339,CH D'ALLAUCH,M12,3 344,864,2 480,0,"57,4 %","55,72","2,73","1,6 %"
CH,130781446,CH D'AUBAGNE,M12,12 854,9 140,3 714,859,"44,0 %","49,17","3,37","2,4 %"
CH,130782634,CH DE SALON,M12,18 619,14 379,4 240,3 613,"43,2 %","52,69","3,32","2,2 %"
PSPH/EBNL,130783152,CLINIQUE SPEC. STE ELISABETH,M12,379,375,1 à 10,0,"49,6 %","75,27","11,37","43,8 %"
PSPH/EBNL,130783665,CLINIQUE DE BONNEVEINE,M12,7 016,1 659,5 357,551,"46,2 %","52,04","1,16","0,4 %"
PSPH/EBNL,130784226,HÔPITAL HENRI GASTAUT,M12,2 100,450,1 650,0,"49,5 %","29,72","0,66","0,0 %"
CH,130785512,CH DE LA CIOTAT,M12,8 293,6 577,1 716,81,"35,5 %","51,43","4,28","2,6 %"
PSPH/EBNL,130785652,HÔPITAL SAINT JOSEPH,M12,58 402,39 929,18 473,12 299,"46,1 %","51,80","2,94","1,2 %"
CHR/U,130786049,AP-HM,M12,185 389,117 627,67 762,117 481,"50,8 %","51,35","2,38","0,9 %"
PSPH/EBNL,130786445,ETOILE MATERNITE CATHOLIQUE,M12,6 828,6 134,694,14,"20,7 %","21,51","4,19","0,1 %"
CH,130786742,HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN,M12,9 677,6 617,3 060,282,"49,3 %","63,10","3,91","3,1 %"
CH,130789274,CH D'ARLES,M12,13 970,9 651,4 319,2 452,"45,4 %","57,77","3,63","2,4 %"
CH,130789316,CH DE MARTIGUES,M12,21 335,14 973,6 362,13 248,"46,8 %","53,80","2,04","1,1 %"
PSPH/EBNL,130811102,CENTRE DE SOINS PALLIATIFS LA MAISON,M12,367,364,1 à 10,0,"53,1 %","59,77","21,25","57,5 %"
CH,140000035,CH DE LISIEUX,M12,21 109,16 682,4 427,11 202,"48,4 %","54,75","2,87","1,6 %"
CH,140000084,CH AUNAY S/ODON,M12,1 à 10,0,1 à 10,0,"0,0 %","29,00","0,00","0,0 %"
CH,140000092,CH AUNAY-BAYEUX - CENTRE HOSPITALIER,M12,13 417,8 383,5 034,1 701,"44,6 %","57,16","2,98","2,0 %"
CHR/U,140000100,CHU COTE DE NACRE CAEN,M12,83 963,55 260,28 703,37 478,"52,9 %","53,62","2,72","1,4 %"
CH,140000118,CH DE FALAISE,M12,8 409,6 243,2 166,75,"51,4 %","54,88","4,35","2,7 %"
CH,140000159,CH DE VIRE,M12,3 994,3 533,461,553,"52,7 %","71,21","5,88","4,2 %"
PSPH/EBNL,140000340,FONDATION DE LA MISÉRICORDE HÉROUVILLE SAINT CLAIR,M12,198,195,1 à 10,0,"55,1 %","71,08","18,54","79,3 %"
CLCC,140000555,CLCC FRANÇOIS BACLESSE,M12,9 245,5 775,3 470,69 215,"43,5 %","62,75","0,51","0,7 %"
PSPH/EBNL,140002452,CLINIQUE MISERICORDE- CAEN,M12,6 770,1 800,4 970,34,"36,9 %","60,61","2,41","1,3 %"
CH,140026279,CH DE LA CÔTE FLEURIE,M12,3 815,3 232,583,0,"47,3 %","70,69","6,64","3,7 %"
CH,150780047,CH DE CONDAT EN FENIERS,M12,174,173,1 à 10,0,"41,4 %","82,55","20,51","2,9 %"
CH,150780088,CH ST-FLOUR,M12,5 799,4 358,1 441,562,"46,2 %","60,43","4,83","3,2 %"
CH,150780096,CH HENRI MONDOR AURILLAC,M12,20 242,14 797,5 445,3 526,"51,8 %","55,01","3,62","2,1 %"
CH,150780468,CH MAURIAC,M12,1 904,1 677,227,47,"47,8 %","73,74","7,69","5,2 %"
CH,150780500,CH DE MURAT,M12,447,427,20,0,"47,7 %","80,99","13,83","9,2 %"
CH,160000121,CH DE LA ROCHEFOUCAULD,M12,441,278,163,1 à 10,"40,9 %","81,21","8,08","18,4 %"
CH,160000451,CH ANGOULEME,M12,31 160,22 691,8 469,29 065,"52,0 %","59,28","1,86","1,4 %"
CH,160000485,CH DE CONFOLENS,M12,2 487,1 959,528,0,"47,7 %","70,15","3,49","3,4 %"
CH,160000493,CH DE RUFFEC,M12,2 678,1 879,799,79,"49,5 %","70,67","4,19","5,4 %"
CH,160000519,CH DE CHATEAUNEUF,M12,129,129,0,0,"57,4 %","74,02","20,64","79,1 %"
CH,160006037,CH HÔPITAUX DU SUD CHARENTE,M12,2 570,2 137,433,0,"49,3 %","70,79","6,57","5,5 %"
CH,160014411,HÔPITAUX DE GRAND COGNAC,M12,8 423,6 057,2 366,2 135,"44,8 %","58,82","3,28","2,4 %"
CH,170024194,GROUPEMENT HOSPITALIER DE LA ROCHELLE-RE-AUNIS,M12,43 689,32 423,11 266,31 814,"50,2 %","59,76","2,35","1,6 %"
CH,170780050,CH DE JONZAC,M12,6 959,4 545,2 414,560,"52,9 %","66,12","3,70","3,1 %"
CH,170780142,CH ST PIERRE OLERON,M12,216,130,86,0,"42,6 %","80,85","12,95","10,6 %"
CH,170780167,CH DE SAINT-JEAN-D'ANGELY,M12,5 245,3 548,1 697,119,"46,5 %","63,91","4,74","3,2 %"
CH,170780175,CH DE SAINTONGE - SAINTES,M12,23 456,17 990,5 466,40 743,"52,9 %","61,01","1,59","1,1 %"
CH,170780191,CH ROYAN-ATLANTIQUE,M12,6 267,5 523,744,2 998,"51,5 %","73,12","4,30","3,7 %"
CH,170780225,CH ROCHEFORT,M12,22 261,15 238,7 023,1 972,"46,5 %","54,77","3,24","2,2 %"
CH,170780266,CH DE BOSCAMNANT,M12,327,324,1 à 10,0,"42,2 %","79,00","9,95","7,6 %"
CH,180000028,CH J. COEUR BOURGES,M12,26 433,19 570,6 863,18 886,"49,7 %","61,31","2,83","1,7 %"
CH,180000051,CH VIERZON,M12,9 484,6 563,2 921,1 426,"46,0 %","53,73","3,51","3,3 %"
CH,180000069,CH ST AMAND MONTROND,M12,5 100,3 966,1 134,1 à 10,"41,9 %","59,74","6,17","4,6 %"
CH,190000042,CH DUBOIS BRIVE,M12,24 431,19 318,5 113,35 965,"51,6 %","62,98","1,99","1,4 %"
CH,190000059,CH COEUR DE CORREZE,M12,13 726,10 419,3 307,669,"45,5 %","55,61","4,51","2,7 %"
CH,190000067,HL BORT LES ORGUES,M12,318,312,1 à 10,0,"33,6 %","81,07","15,47","6,0 %"
CH,190000075,CH USSEL,M12,6 650,4 481,2 169,981,"47,9 %","64,59","3,79","2,9 %"
CH,210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,M12,5 349,4 102,1 247,35,"47,6 %","70,27","6,77","4,4 %"
CH,210012175,HOSPICES CIVILS DE BEAUNE,M12,13 246,9 260,3 986,1 009,"46,7 %","54,86","4,13","2,3 %"
CHR/U,210780581,CHU DIJON BOURGOGNE,M12,89 139,55 464,33 675,38 170,"51,5 %","55,39","2,56","1,4 %"
CH,210780607,CHS DE LA CHARTREUSE,M12,435,433,1 à 10,0,"64,8 %","44,52","14,31","0,0 %"
CH,210780631,CH D'IS-SUR-TILLE,M12,141,139,1 à 10,0,"36,2 %","83,04","14,60","11,3 %"
CH,210780706,CH ROBERT MORLEVAT SEMUR EN AUXOIS,M12,9 102,6 575,2 527,620,"47,9 %","52,52","3,91","1,6 %"
CLCC,210987731,CLCC GEORGES-FRANCOIS LECLERC,M12,11 687,9 165,2 522,45 654,"37,9 %","62,05","0,57","0,4 %"
CH,220000020,CH ST BRIEUC,M12,47 176,34 775,12 401,31 886,"51,5 %","59,50","2,53","1,5 %"
CH,220000046,CH RENÉ PLÉVEN DINAN,M12,12 963,10 598,2 365,1 880,"44,5 %","59,60","4,65","2,9 %"
CH,220000079,CH GUINGAMP,M12,14 609,8 597,6 012,1 284,"44,4 %","61,46","3,04","2,2 %"
CH,220000103,CH LANNION,M12,13 188,10 213,2 975,3 292,"46,8 %","58,13","3,78","2,2 %"
CH,220000152,CH PAIMPOL,M12,4 912,3 632,1 280,209,"48,8 %","67,28","5,27","3,6 %"
PSPH/EBNL,220000236,CH PLOUGUERNÉVEL,M12,218,217,1 à 10,0,"45,4 %","79,51","10,94","1,4 %"
CH,220005045,CH TREGUIER,M12,1 422,669,753,27,"36,6 %","79,84","6,18","6,1 %"
CH,220021968,CH DE LAMBALLE,M12,948,939,1 à 10,0,"37,2 %","83,66","12,22","11,5 %"
CH,230780041,CH GUERET,M12,13 201,10 680,2 521,6 434,"46,0 %","61,36","3,93","2,7 %"
CH,230780058,CH AUBUSSON,M12,1 285,982,303,1 à 10,"47,0 %","74,09","6,00","4,4 %"
CH,230780066,CH BERNARD DESPLAS BOURGANEUF,M12,654,650,1 à 10,1 à 10,"40,0 %","83,86","9,30","5,6 %"
PSPH/EBNL,230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,M12,3 031,2 897,134,2 164,"60,1 %","65,59","2,36","1,9 %"
CH,240000042,CH DE BELVES,M12,222,211,11,1 à 10,"37,5 %","79,25","12,36","6,7 %"
CH,240000059,CH BERGERAC,M12,13 750,10 246,3 504,1 334,"43,3 %","54,87","3,30","2,4 %"
CH,240000067,CH DE DOMME,M12,365,197,168,1 à 10,"43,8 %","74,84","7,29","3,8 %"
CH,240000075,CH D'EXCIDEUIL,M12,270,263,1 à 10,0,"51,9 %","75,09","8,69","10,0 %"
CH,240000083,CH DE VAUCLAIRE,M12,131,129,1 à 10,0,"79,4 %","44,72","15,34","0,0 %"
CH,240000109,CH DE NONTRON,M12,102,100,1 à 10,0,"51,0 %","78,68","14,37","21,6 %"
CH,240000117,CH DE PERIGUEUX,M12,29 342,22 213,7 129,5 641,"50,2 %","55,56","3,97","3,0 %"
CH,240000141,CH DE ST ASTIER,M12,111,110,1 à 10,0,"34,2 %","80,81","22,56","23,4 %"
CH,240000448,CH JEAN LECLAIRE,M12,5 362,3 920,1 442,169,"44,3 %","63,00","4,36","4,0 %"
CH,240016055,CHIC RIBERAC DRONNE DOUBLE,M12,359,358,1 à 10,0,"40,4 %","85,25","13,10","12,8 %"
CHR/U,250000015,CHU BESANCON,M12,76 895,50 117,26 778,70 547,"49,8 %","55,58","2,12","1,2 %"
CH,250000221,CH PAUL NAPPEZ MORTEAU,M12,499,371,128,12,"46,6 %","73,72","10,26","11,2 %"
CH,250000239,CH SAINTE CROIX BAUME LES DAMES,M12,267,222,45,30,"44,4 %","78,94","7,37","12,8 %"
CH,250000452,CHIC DE HAUTE-COMTÉ,M12,14 773,10 652,4 121,2 698,"47,8 %","49,46","2,98","1,2 %"
CH,250000478,CH SAINT LOUIS ORNANS,M12,129,129,0,0,"34,1 %","82,16","11,29","11,6 %"
CH,260000021,CH DE VALENCE,M12,41 373,30 018,11 355,11 590,"47,9 %","53,75","3,25","1,7 %"
CH,260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,M12,22 283,16 977,5 306,21 172,"46,1 %","58,13","2,23","1,2 %"
CH,260000054,CH CREST,M12,2 321,1 399,922,260,"48,2 %","68,21","4,59","5,6 %"
CH,260000088,CH DE NYONS,M12,128,117,11,0,"32,0 %","81,22","12,65","9,4 %"
CH,260000096,CH DE BUIS BARONNIES,M12,105,102,1 à 10,0,"48,6 %","82,71","10,96","18,1 %"
CH,260000104,CH DE DIE,M12,2 216,1 658,558,125,"46,0 %","61,60","5,32","2,5 %"
PSPH/EBNL,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX ATRIR,M12,1 389,1 389,0,0,"58,3 %","66,15","4,10","1,2 %"
CH,260016910,HÔPITAUX DROME NORD,M12,15 949,13 291,2 658,11 273,"44,9 %","60,14","2,72","1,4 %"
CH,270000060,CH DE BERNAY,M12,7 317,4 635,2 682,149,"41,5 %","56,37","3,37","2,1 %"
CH,270000086,CH DE GISORS,M12,6 321,4 513,1 808,69,"40,9 %","52,27","3,72","2,3 %"
CH,270000102,CH DE LA RISLE- PONT AUDEMER,M12,3 446,2 288,1 158,24,"48,1 %","63,61","3,82","4,6 %"
CH,270000110,CH DE VERNEUIL,M12,1 562,1 483,79,0,"48,8 %","70,49","6,66","4,7 %"
CH,270023724,CHIC EURE SEINE HÔPITAUX EVREUX-VERNON,M12,38 257,26 213,12 044,26 782,"47,3 %","57,78","2,22","1,3 %"
CH,280000134,CH CHARTRES,M12,34 436,27 460,6 976,19 818,"49,1 %","56,39","2,97","1,8 %"
CH,280000183,CH VICTOR JOUSSELIN,M12,22 830,17 256,5 574,3 198,"44,1 %","49,92","4,05","2,0 %"
CH,280000225,HL LA LOUPE,M12,310,310,0,0,"39,4 %","84,89","16,67","12,9 %"
CH,280000589,CH DE NOGENT LE ROTROU,M12,5 955,2 484,3 471,88,"47,9 %","65,75","3,50","2,3 %"
CH,280500075,CH DE CHATEAUDUN,M12,7 441,5 197,2 244,861,"45,4 %","62,54","3,83","2,6 %"
CHR/U,290000017,CHU BREST,M12,72 854,52 439,20 415,53 949,"49,7 %","56,92","2,51","1,4 %"
CH,290000041,CH FERDINAND GRALL LANDERNEAU,M12,7 194,5 229,1 965,946,"42,8 %","55,31","3,86","2,4 %"
CH,290000074,CH DOUARNENEZ,M12,6 513,4 291,2 222,1 750,"51,2 %","70,89","3,43","3,8 %"
CH,290000090,HL CROZON,M12,92,91,1 à 10,0,"45,7 %","81,74","16,74","17,4 %"
CH,290000108,HL LESNEVEN,M12,261,260,1 à 10,0,"42,1 %","79,36","18,27","26,4 %"
CH,290000116,HL LANMEUR,M12,190,189,1 à 10,0,"38,4 %","81,24","17,77","22,6 %"
CH,290000306,CH QUIMPERLE,M12,6 248,5 333,915,338,"46,2 %","71,65","5,31","3,6 %"
CH,290000728,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,M12,7 378,4 709,2 669,0,"55,8 %","58,16","3,26","2,5 %"
CH,290000751,HL LE JEUNE ST RENAN,M12,357,354,1 à 10,0,"73,7 %","48,57","19,54","5,9 %"
PSPH/EBNL,290000785,HÔTEL DIEU PONT-L'ABBE,M12,4 995,3 838,1 157,712,"46,8 %","70,41","5,14","4,4 %"
PSPH/EBNL,290000975,CHM DE ROSCOFF SITE DE PERHARIDY,M12,1 166,115,1 051,4 568,"52,1 %","64,04","0,15","0,0 %"
CH,290020700,CHIC DE CORNOUAILLE QUIMPER,M12,42 168,30 910,11 258,44 703,"48,0 %","59,23","1,98","1,2 %"
CH,290021542,CH DES PAYS DE MORLAIX,M12,18 580,14 528,4 052,5 079,"49,0 %","58,55","3,58","2,4 %"
CH,2A0000014,CH GAL D'AJACCIO,M12,18 585,14 907,3 678,12 772,"49,8 %","58,45","2,47","1,6 %"
CH,2A0000170,HL BONIFACIO,M12,108,104,1 à 10,0,"43,5 %","75,74","15,53","16,7 %"
CH,2A0000386,CHS DE CASTELLUCCIO,M12,928,761,167,14 036,"42,6 %","65,25","0,49","0,5 %"
CH,2A0002606,HL DE SARTENE,M12,170,168,1 à 10,0,"34,1 %","82,25","9,68","18,2 %"
CH,2B0000020,CH BASTIA,M12,18 138,14 538,3 600,14 573,"48,2 %","58,03","2,54","1,6 %"
CH,2B0004246,CHIC DE CORTÉ-TATTONE,M12,554,451,103,965,"46,3 %","67,07","3,83","2,5 %"
CH,2B0005342,CH DE CALVI,M12,1 749,1 219,530,1 à 10,"50,6 %","64,92","2,01","2,9 %"
