Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
CH,060006889,HÔPITAUX DE LA VESUBIE,M12,66,65,1 à 10,0,"33,3 %","80,98","12,86","6,1 %"
CH,060780327,CH SAINT MAUR SAINT ETIENNE TINEE,M12,40,39,1 à 10,0,"45,0 %","85,40","9,45","12,5 %"
CH,060780657,CH DE BREIL SUR ROYA,M12,172,167,1 à 10,0,"40,1 %","78,13","12,55","2,3 %"
CH,060780780,CH DU PAYS DE LA ROUDOULE A PUGET,M12,98,98,0,0,"50,0 %","80,71","15,83","7,1 %"
CH,060780897,CH DE GRASSE,M12,19 683,15 430,4 253,2 964,"40,4 %","50,35","3,43","2,0 %"
CH,060780905,CH ST ELOI DE SOSPEL,M12,297,290,1 à 10,0,"37,7 %","78,87","12,38","10,8 %"
CH,060780921,CH ST LAZARE DE TENDE,M12,90,86,1 à 10,0,"55,6 %","80,20","13,41","5,6 %"
PSPH/EBNL,060780947,HÔPITAUX PEDIATRIQUES NICE CHU LENVAL,M12,13 476,7 840,5 636,519,"57,4 %","6,82","1,89","0,1 %"
CH,060780954,CH ANTIBES-JUAN LES PINS,M12,21 786,16 611,5 175,2 945,"47,4 %","59,04","4,14","3,6 %"
CH,060780988,CH DE CANNES,M12,27 906,18 698,9 208,12 411,"50,3 %","62,08","2,62","1,8 %"
CHR/U,060785011,CHU DE NICE,M12,84 696,55 045,29 651,48 611,"50,6 %","57,53","2,40","1,5 %"
CH,060791761,CH LA PALMOSA MENTON,M12,7 401,3 855,3 546,17,"45,1 %","65,37","3,82","2,6 %"
PSPH/EBNL,060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,M12,3 441,2 540,901,99,"44,4 %","81,08","8,53","6,9 %"
PSPH/EBNL,060794013,CENTRE CARDIO MEDICO CHIRURGICAL TZANCK,M12,5 023,3 976,1 047,0,"71,0 %","70,35","3,75","1,5 %"
PSPH/EBNL,070000096,HÔPITAL DE MOZE,M12,589,342,247,22,"44,5 %","71,09","3,58","2,1 %"
CH,070002878,CH DE PRIVAS ARDECHE,M12,5 331,3 336,1 995,1 142,"55,1 %","63,96","4,03","3,0 %"
CH,070004742,CH DE LARGENTIERE,M12,115,112,1 à 10,0,"33,9 %","85,10","11,42","7,8 %"
CH,070005558,CH BOURG SAINT ANDEOL,M12,184,184,0,0,"48,4 %","75,20","14,26","52,7 %"
CH,070005566,CH D'ARDECHE MERIDIONALE,M12,15 008,10 915,4 093,3 666,"48,2 %","58,84","3,23","1,9 %"
CH,070007927,CH DES CEVENNES ARDECHOISES,M12,478,471,1 à 10,0,"41,4 %","81,08","15,09","7,9 %"
CH,070780119,CH VALLON PONT D'ARC,M12,210,207,1 à 10,0,"36,7 %","80,47","10,90","7,6 %"
CH,070780127,CH DE VILLENEUVE DE BERG,M12,284,278,1 à 10,0,"43,0 %","82,64","12,51","9,5 %"
CH,070780150,CH DU CHEYLARD,M12,526,497,29,0,"41,8 %","78,30","10,08","8,2 %"
CH,070780358,CH D'ARDECHE NORD,M12,19 101,11 159,7 942,13 987,"51,3 %","63,09","1,91","1,1 %"
CH,070780366,CH DE LAMASTRE,M12,418,403,15,0,"44,0 %","74,75","8,74","5,0 %"
CH,070780374,CH DE TOURNON,M12,1 643,1 638,1 à 10,0,"31,8 %","44,32","7,46","4,1 %"
CH,070780382,CH DE SAINT FELICIEN,M12,135,134,1 à 10,1 à 10,"43,4 %","81,37","12,06","8,3 %"
CH,080000037,CH DE SEDAN,M12,9 856,6 885,2 971,152,"44,4 %","47,19","3,74","1,8 %"
CH,080000060,HL FUMAY,M12,235,224,11,0,"41,3 %","81,11","17,84","7,7 %"
CH,080000078,HL NOUZONVILLE,M12,169,168,1 à 10,0,"34,9 %","81,98","9,69","1,2 %"
CH,080000615,CH CHARLEVILLE MEZIERES,M12,29 595,20 756,8 839,17 672,"50,5 %","58,40","2,73","1,5 %"
CH,080001969,GROUPEMENT HOSPITALIER SUD ARDENNES,M12,9 401,4 541,4 860,1 à 10,"47,8 %","62,29","3,38","3,0 %"
PSPH/EBNL,080010267,GCS TERRITORIAL ARDENNE NORD,M12,1 à 10,0,1 à 10,659,"29,1 %","62,03","0,00","0,0 %"
PSPH/EBNL,080010465,GCS TERRIT ARDEN NORD SITE CH SEDAN,M12,533,1 à 10,532,0,"44,8 %","46,92","0,00","0,0 %"
PSPH/EBNL,080010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,M12,9 208,1 970,7 238,303,"43,3 %","55,34","0,92","0,9 %"
CH,090781774,CHIC DU VAL D ARIEGE,M12,21 330,13 132,8 198,11 810,"51,3 %","61,23","2,34","1,9 %"
CH,090781816,CH ARIEGE COUSERANS,M12,5 496,3 064,2 432,432,"47,2 %","62,33","3,62","2,9 %"
CH,100000017,CH DE TROYES,M12,35 800,26 309,9 491,31 380,"47,3 %","58,55","2,46","1,8 %"
CH,100000041,HL BAR SUR AUBE,M12,186,179,1 à 10,0,"39,8 %","82,59","12,51","14,0 %"
CH,100000058,HL BAR S/SEINE,M12,212,210,1 à 10,0,"49,1 %","80,00","12,15","12,3 %"
CH,100006279,GROUPEMENT HOSPITALIER AUBE MARNE,M12,5 104,4 022,1 082,133,"42,3 %","58,33","5,23","5,9 %"
PSPH/EBNL,100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,M12,11 305,4 620,6 685,1 209,"46,7 %","52,70","1,20","0,2 %"
CH,110780061,CH CARCASSONNE,M12,27 805,20 116,7 689,33 352,"50,3 %","62,10","1,81","1,0 %"
CH,110780087,CH CASTELNAUDARY,M12,1 798,1 196,602,1 à 10,"48,3 %","69,76","5,23","5,8 %"
CH,110780137,CH NARBONNE,M12,19 872,13 681,6 191,1 622,"45,1 %","54,32","3,71","2,7 %"
CH,110780707,HL LIMOUX QUILLAN,M12,768,759,1 à 10,0,"43,2 %","80,15","14,04","6,8 %"
CH,110780772,CH LEZIGNAN-CORBIERES,M12,1 093,739,354,1 à 10,"43,6 %","71,08","7,23","2,8 %"
CH,120004528,CH DE MILLAU,M12,9 131,4 201,4 930,613,"46,6 %","57,28","2,12","1,1 %"
CH,120004619,CH EMILE BOREL,M12,4 227,2 449,1 778,56,"44,3 %","61,46","3,56","2,3 %"
CH,120780044,CH RODEZ,M12,28 541,17 670,10 871,35 266,"52,3 %","63,43","1,50","0,9 %"
CH,120780069,CH VILLEFRANCHE-DE-ROUERGUE,M12,11 309,5 430,5 879,1 936,"43,3 %","60,18","2,25","1,4 %"
CH,120780085,CH DECAZEVILLE,M12,2 735,1 772,963,80,"50,3 %","69,68","4,72","3,5 %"
CH,120780093,HÔPITAL ST-GENIEZ- D'OLT,M12,141,131,1 à 10,0,"40,4 %","80,71","14,35","5,7 %"
CH,120780101,HÔPITAL D'ESPALION,M12,118,118,0,0,"56,8 %","79,91","26,14","18,6 %"
CLCC,130001647,INSTITUT PAOLI - CALMETTES,M12,24 181,15 193,8 988,69 609,"34,0 %","61,84","0,92","0,5 %"
CH,130001928,CH MONTOLIVET,M12,1 764,961,803,12,"44,0 %","81,26","6,76","4,3 %"
CH,130041916,CH DU PAYS D'AIX CHI AIX PERTUIS,M12,50 075,31 390,18 685,21 614,"47,8 %","55,81","2,33","1,2 %"
PSPH/EBNL,130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,M12,43 305,18 001,25 304,9 790,"49,3 %","56,24","1,82","0,7 %"
PSPH/EBNL,130045263,LA MAISON VILLA IZOI,M12,91,91,0,0,"54,9 %","50,68","56,09","36,3 %"
PSPH/EBNL,130781255,CLINIQUE SAINT-THOMAS,M12,1 205,885,320,37,"37,9 %","83,78","8,73","21,4 %"
CH,130781339,CH D'ALLAUCH,M12,4 084,1 016,3 068,0,"59,4 %","56,34","2,56","1,2 %"
CH,130781446,CH D'AUBAGNE,M12,13 679,9 651,4 028,870,"43,2 %","47,61","3,28","2,2 %"
CH,130782634,CH DE SALON,M12,18 524,14 250,4 274,3 064,"43,5 %","53,16","3,42","2,0 %"
PSPH/EBNL,130783152,CLINIQUE SPEC. STE ELISABETH,M12,419,382,37,0,"44,4 %","72,79","10,06","38,4 %"
PSPH/EBNL,130783665,CLINIQUE DE BONNEVEINE,M12,7 893,1 520,6 373,151,"47,0 %","50,24","0,96","0,3 %"
PSPH/EBNL,130784226,HÔPITAL HENRI GASTAUT,M9,899,94,805,0,"49,7 %","29,88","0,30","0,0 %"
CH,130785512,CH DE LA CIOTAT,M12,8 144,6 302,1 842,107,"34,3 %","50,49","4,11","2,5 %"
PSPH/EBNL,130785652,HÔPITAL SAINT JOSEPH,M12,60 428,40 837,19 591,12 903,"46,7 %","52,61","2,81","1,2 %"
CHR/U,130786049,AP-HM,M12,191 129,119 760,71 369,122 607,"50,5 %","51,70","2,24","0,9 %"
PSPH/EBNL,130786445,ETOILE MATERNITE CATHOLIQUE,M12,7 139,6 409,730,0,"20,7 %","20,87","4,15","0,1 %"
CH,130786742,HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN,M12,10 327,7 368,2 959,196,"49,2 %","64,20","3,51","2,4 %"
CH,130789274,CH D'ARLES,M12,13 839,8 960,4 879,2 669,"47,3 %","59,61","3,43","2,4 %"
CH,130789316,CH DE MARTIGUES,M12,21 974,15 430,6 544,17 025,"47,2 %","56,82","1,81","0,9 %"
PSPH/EBNL,130811102,CENTRE DE SOINS PALLIATIFS LA MAISON,M12,367,363,1 à 10,0,"46,9 %","63,50","20,99","61,0 %"
CH,140000035,CH DE LISIEUX,M12,22 735,16 442,6 293,12 649,"48,9 %","55,30","2,59","1,6 %"
CH,140000092,CH AUNAY-BAYEUX - CENTRE HOSPITALIER,M12,13 501,8 149,5 352,1 957,"44,7 %","58,51","2,83","2,0 %"
CHR/U,140000100,CHU COTE DE NACRE CAEN,M12,85 175,53 899,31 276,38 585,"53,1 %","53,82","2,68","1,3 %"
CH,140000118,CH DE FALAISE,M12,7 771,5 459,2 312,85,"52,4 %","53,95","4,28","3,7 %"
CH,140000159,CH DE VIRE,M12,4 041,3 382,659,600,"53,3 %","69,89","5,10","3,6 %"
PSPH/EBNL,140000340,FONDATION DE LA MISÉRICORDE HÉROUVILLE SAINT CLAIR,M12,204,201,1 à 10,0,"52,5 %","72,23","19,93","88,2 %"
CLCC,140000555,CLCC FRANÇOIS BACLESSE,M12,9 358,5 620,3 738,74 204,"42,1 %","63,52","0,47","0,5 %"
PSPH/EBNL,140002452,CLINIQUE MISERICORDE- CAEN,M12,7 539,1 887,5 652,131,"35,5 %","63,11","2,28","1,3 %"
CH,140026279,CH DE LA CÔTE FLEURIE,M12,4 569,3 207,1 362,1 à 10,"48,6 %","68,75","5,39","3,4 %"
CLCC,140030891,UNITÉ RADIOTHERAPIE EXTERNE CFB,M12,0,0,0,2 373,"45,6 %","49,20","0,00","0,0 %"
CH,150780047,CH DE CONDAT EN FENIERS,M12,111,106,1 à 10,0,"44,1 %","80,65","22,21","6,3 %"
CH,150780088,CH ST-FLOUR,M12,5 222,3 917,1 305,532,"49,8 %","60,65","5,16","3,4 %"
CH,150780096,CH HENRI MONDOR AURILLAC,M12,19 886,14 383,5 503,4 257,"52,5 %","56,28","3,59","2,2 %"
CH,150780468,CH MAURIAC,M12,1 921,1 638,283,13,"46,2 %","73,91","7,57","4,8 %"
CH,150780500,CH DE MURAT,M12,433,429,1 à 10,0,"48,0 %","79,97","14,22","10,9 %"
CH,160000121,CH DE LA ROCHEFOUCAULD,M12,429,276,153,0,"41,0 %","79,86","9,15","13,1 %"
CH,160000451,CH ANGOULEME,M12,31 348,22 129,9 219,31 427,"54,5 %","60,88","1,68","1,4 %"
CH,160000485,CH DE CONFOLENS,M12,2 698,1 888,810,0,"50,0 %","69,17","3,03","3,9 %"
CH,160000493,CH DE RUFFEC,M12,2 402,1 785,617,48,"48,4 %","71,05","4,48","5,9 %"
CH,160000519,CH DE CHATEAUNEUF,M12,153,152,1 à 10,0,"50,3 %","71,11","13,32","63,4 %"
CH,160006037,CH HÔPITAUX DU SUD CHARENTE,M12,2 775,2 396,379,1 à 10,"51,2 %","70,82","5,92","5,3 %"
CH,160014411,HÔPITAUX DE GRAND COGNAC,M12,9 213,6 344,2 869,2 317,"47,9 %","58,96","3,14","2,5 %"
CH,170024194,GROUPEMENT HOSPITALIER DE LA ROCHELLE-RE-AUNIS,M12,44 045,31 906,12 139,32 236,"51,1 %","59,86","2,36","1,6 %"
CH,170780050,CH DE JONZAC,M12,7 323,4 384,2 939,804,"51,5 %","66,07","3,55","2,7 %"
CH,170780142,CH ST PIERRE OLERON,M12,128,102,26,0,"42,2 %","80,24","18,73","14,8 %"
CH,170780167,CH DE SAINT-JEAN-D'ANGELY,M12,4 696,2 880,1 816,59,"48,2 %","64,40","4,24","2,4 %"
CH,170780175,CH DE SAINTONGE - SAINTES,M12,24 316,18 362,5 954,45 797,"52,1 %","62,08","1,46","1,2 %"
CH,170780191,CH ROYAN-ATLANTIQUE,M12,5 714,5 068,646,3 575,"55,3 %","73,18","4,18","3,5 %"
CH,170780225,CH ROCHEFORT,M12,22 733,15 332,7 401,2 550,"47,3 %","55,93","3,03","2,3 %"
CH,170780266,CH DE BOSCAMNANT,M12,300,300,0,0,"43,3 %","79,85","12,30","8,0 %"
CH,180000028,CH J. COEUR BOURGES,M12,27 740,19 950,7 790,19 528,"52,3 %","61,74","2,84","2,0 %"
CH,180000051,CH VIERZON,M12,9 486,6 341,3 145,1 613,"46,9 %","55,87","3,47","3,5 %"
CH,180000069,CH ST AMAND MONTROND,M12,4 996,3 933,1 063,15,"43,9 %","61,94","6,24","4,8 %"
CH,190000042,CH DUBOIS BRIVE,M12,28 179,21 095,7 084,41 895,"51,9 %","62,31","1,83","1,3 %"
CH,190000059,CH COEUR DE CORREZE,M12,13 475,10 448,3 027,563,"45,0 %","56,70","4,77","2,7 %"
CH,190000067,HL BORT LES ORGUES,M12,282,278,1 à 10,0,"37,6 %","79,63","17,38","13,1 %"
CH,190000075,CH USSEL,M12,6 957,4 476,2 481,908,"47,5 %","63,91","3,60","2,5 %"
CH,210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,M12,4 572,3 431,1 141,49,"44,6 %","71,49","6,64","4,0 %"
CH,210012175,HOSPICES CIVILS DE BEAUNE,M12,12 815,8 620,4 195,1 138,"47,0 %","56,86","3,99","2,3 %"
CHR/U,210780581,CHU DIJON BOURGOGNE,M12,92 267,54 742,37 525,40 505,"52,4 %","56,21","2,44","1,3 %"
CH,210780607,CHS DE LA CHARTREUSE,M12,452,451,1 à 10,0,"67,3 %","45,62","13,58","0,0 %"
CH,210780631,CH D'IS-SUR-TILLE,M12,125,124,1 à 10,0,"43,2 %","83,33","17,46","24,8 %"
CH,210780706,CH ROBERT MORLEVAT SEMUR EN AUXOIS,M12,9 395,6 485,2 910,724,"47,2 %","54,78","3,76","1,6 %"
CLCC,210987731,CLCC GEORGES-FRANCOIS LECLERC,M12,11 950,8 970,2 980,47 123,"36,4 %","62,70","0,56","0,5 %"
CH,220000020,CH ST BRIEUC,M12,49 037,34 517,14 520,33 191,"49,8 %","59,22","2,41","1,5 %"
CH,220000046,CH RENÉ PLÉVEN DINAN,M12,14 659,10 617,4 042,2 725,"47,3 %","61,31","3,81","2,8 %"
CH,220000079,CH GUINGAMP,M12,14 723,8 698,6 025,1 094,"45,8 %","61,14","3,10","2,4 %"
CH,220000103,CH LANNION,M12,12 902,9 650,3 252,3 765,"48,9 %","59,54","3,53","2,4 %"
CH,220000152,CH PAIMPOL,M12,5 081,3 740,1 341,351,"49,7 %","69,02","4,99","3,9 %"
PSPH/EBNL,220000236,CH PLOUGUERNÉVEL,M12,193,191,1 à 10,0,"40,4 %","80,98","10,50","2,1 %"
CH,220005045,CH TREGUIER,M12,1 527,781,746,1 à 10,"37,2 %","81,39","6,34","7,2 %"
CH,220021968,CH DE LAMBALLE,M12,969,963,1 à 10,0,"39,2 %","83,95","13,00","12,6 %"
CH,230780041,CH GUERET,M12,12 147,9 687,2 460,4 769,"47,6 %","60,43","3,83","2,6 %"
CH,230780058,CH AUBUSSON,M12,1 379,944,435,0,"43,3 %","74,06","5,60","4,7 %"
CH,230780066,CH BERNARD DESPLAS BOURGANEUF,M12,540,536,1 à 10,1 à 10,"40,9 %","84,63","11,31","7,8 %"
CH,230780074,CH SAINT-VAURY,M12,382,0,382,0,"45,0 %","44,01","0,00","0,0 %"
PSPH/EBNL,230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,M12,2 726,2 494,232,2 370,"53,3 %","65,25","2,14","1,4 %"
CH,240000042,CH DE BELVES,M12,142,137,1 à 10,0,"38,7 %","77,11","17,38","6,3 %"
CH,240000059,CH BERGERAC,M12,13 280,9 171,4 109,1 456,"43,5 %","55,26","3,14","2,3 %"
CH,240000067,CH DE DOMME,M12,284,210,74,0,"44,0 %","75,52","8,54","10,2 %"
CH,240000075,CH D'EXCIDEUIL,M12,265,259,1 à 10,0,"54,3 %","75,48","8,53","7,2 %"
CH,240000083,CH DE VAUCLAIRE,M12,180,180,0,0,"78,3 %","42,97","13,64","0,0 %"
CH,240000109,CH DE NONTRON,M12,142,140,1 à 10,0,"48,6 %","78,59","10,39","20,4 %"
CH,240000117,CH DE PERIGUEUX,M12,30 320,21 762,8 558,6 423,"51,9 %","56,83","3,79","2,7 %"
CH,240000448,CH JEAN LECLAIRE,M12,5 395,3 982,1 413,130,"44,5 %","63,86","4,14","4,7 %"
CH,240016055,CHIC RIBERAC DRONNE DOUBLE,M12,221,218,1 à 10,0,"45,2 %","84,06","14,81","12,7 %"
CHR/U,250000015,CHU BESANCON,M12,78 330,51 471,26 859,74 930,"49,7 %","56,34","2,07","1,2 %"
CH,250000221,CH PAUL NAPPEZ MORTEAU,M12,480,457,23,1 à 10,"39,5 %","79,66","10,22","8,9 %"
CH,250000239,CH SAINTE CROIX BAUME LES DAMES,M12,280,259,21,1 à 10,"41,0 %","81,53","10,56","10,1 %"
CH,250000452,CHIC DE HAUTE-COMTÉ,M12,15 713,10 778,4 935,3 218,"47,9 %","50,84","2,67","1,1 %"
CH,250000478,CH SAINT LOUIS ORNANS,M12,132,129,1 à 10,0,"47,0 %","83,85","10,20","5,3 %"
CH,260000021,CH DE VALENCE,M12,38 917,29 065,9 852,11 245,"48,3 %","54,16","3,30","1,9 %"
CH,260000047,GROUPEMENT HOSPITALIER PORTES DE PROVENCE,M12,22 854,17 216,5 638,23 713,"47,9 %","58,72","2,06","1,2 %"
CH,260000054,CH CREST,M12,3 304,1 324,1 980,271,"45,9 %","65,61","3,59","3,8 %"
CH,260000088,CH DE NYONS,M12,138,137,1 à 10,0,"36,2 %","82,19","12,30","6,5 %"
CH,260000096,CH DE BUIS BARONNIES,M12,133,127,1 à 10,0,"62,4 %","82,30","8,71","18,8 %"
CH,260000104,CH DE DIE,M12,1 136,927,209,18,"47,7 %","72,14","6,83","5,3 %"
PSPH/EBNL,260000195,CLINIQUE PNEUMOLOGIE LES RIEUX ATRIR,M12,1 475,1 472,1 à 10,0,"56,2 %","66,15","3,64","0,9 %"
CH,260016910,HÔPITAUX DROME NORD,M12,16 060,13 179,2 881,11 150,"46,5 %","60,58","2,74","1,5 %"
CH,270000060,CH DE BERNAY,M12,5 971,3 402,2 569,161,"43,4 %","63,31","3,47","2,8 %"
CH,270000086,CH DE GISORS,M12,5 444,3 664,1 780,78,"40,6 %","53,16","3,40","2,4 %"
CH,270000102,CH DE LA RISLE- PONT AUDEMER,M12,3 016,2 042,974,31,"47,9 %","65,00","4,26","5,5 %"
CH,270000110,CH DE VERNEUIL,M12,1 494,1 415,79,0,"48,1 %","71,85","7,22","4,5 %"
CH,270023724,CHIC EURE SEINE HÔPITAUX EVREUX-VERNON,M12,36 735,25 302,11 433,27 356,"48,8 %","57,18","2,20","1,4 %"
CH,280000134,CH CHARTRES,M12,37 031,28 370,8 661,22 557,"51,6 %","57,61","2,64","1,6 %"
CH,280000183,CH VICTOR JOUSSELIN,M12,23 596,18 217,5 379,3 668,"44,0 %","51,58","3,94","1,9 %"
CH,280000225,HL LA LOUPE,M12,173,172,1 à 10,0,"39,3 %","84,07","19,89","21,4 %"
CH,280000589,CH DE NOGENT LE ROTROU,M12,6 167,2 688,3 479,59,"46,8 %","65,62","3,45","2,6 %"
CH,280500075,CH DE CHATEAUDUN,M12,6 422,4 323,2 099,969,"49,6 %","68,19","4,07","2,6 %"
CHR/U,290000017,CHU BREST,M12,75 493,53 525,21 968,55 853,"50,7 %","56,20","2,50","1,4 %"
CH,290000041,CH FERDINAND GRALL LANDERNEAU,M12,7 407,5 472,1 935,1 047,"42,9 %","56,45","3,83","2,7 %"
CH,290000074,CH DOUARNENEZ,M12,6 035,4 271,1 764,2 262,"53,2 %","71,51","3,52","3,7 %"
CH,290000090,HL CROZON,M12,74,74,0,0,"43,2 %","81,93","22,58","13,5 %"
CH,290000108,HL LESNEVEN,M12,229,224,1 à 10,0,"43,7 %","80,41","20,23","30,1 %"
CH,290000116,HL LANMEUR,M12,185,184,1 à 10,0,"48,1 %","80,81","20,62","20,5 %"
CH,290000728,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,M12,6 840,4 054,2 786,0,"54,9 %","58,19","2,76","2,1 %"
CH,290000751,HL LE JEUNE ST RENAN,M12,793,371,422,0,"67,1 %","50,06","8,53","2,3 %"
PSPH/EBNL,290000785,HÔTEL DIEU PONT-L'ABBE,M12,6 298,4 037,2 261,981,"47,6 %","68,45","4,08","3,4 %"
PSPH/EBNL,290000975,CHM DE ROSCOFF SITE DE PERHARIDY,M12,1 284,111,1 173,4 294,"62,0 %","62,70","0,12","0,0 %"
CH,290020700,CHIC DE CORNOUAILLE QUIMPER,M12,42 350,30 344,12 006,46 024,"49,2 %","59,56","1,87","1,2 %"
CH,290021542,CH DES PAYS DE MORLAIX,M12,15 931,12 233,3 698,5 399,"48,4 %","58,74","3,70","2,5 %"
CH,2A0000014,CH GAL D'AJACCIO,M12,18 073,14 442,3 631,11 972,"51,8 %","58,81","2,58","1,6 %"
CH,2A0000170,HL BONIFACIO,M12,101,86,15,0,"52,5 %","76,83","14,88","15,8 %"
CH,2A0000386,CHS DE CASTELLUCCIO,M12,1 021,792,229,14 404,"48,9 %","67,04","0,46","0,4 %"
CH,2A0002606,HL DE SARTENE,M12,153,148,1 à 10,0,"45,8 %","80,99","9,14","12,4 %"
CH,2B0000020,CH BASTIA,M12,18 473,14 261,4 212,14 948,"47,7 %","59,64","2,52","1,6 %"
CH,2B0004246,CHIC DE CORTÉ-TATTONE,M12,511,454,57,1 043,"35,3 %","68,88","3,65","2,8 %"
CH,2B0005342,CH DE CALVI,M12,2 295,1 298,997,1 à 10,"51,4 %","63,43","1,83","2,6 %"
CHR/U,300780038,CHU NIMES,M12,74 045,44 312,29 733,58 358,"49,9 %","58,63","2,11","1,3 %"
CH,300780046,CH ALES,M12,19 473,15 046,4 427,6 822,"46,1 %","57,18","3,40","2,3 %"
